hour,minute,desktop,smartphone,tablet,other mobile
10, 32 , 156 , 49 , 67 , 5 
10, 33 , 151 , 49 , 73 , 8 
10, 34 , 152 , 45 , 75 , 8 
10, 35 , 155 , 52 , 68 , 6 
10, 36 , 149 , 50 , 66 , 5 
10, 37 , 150 , 53 , 66 , 6 
10, 38 , 142 , 49 , 78 , 6 
10, 39 , 146 , 49 , 77 , 4 
10, 40 , 148 , 52 , 73 , 6 
10, 41 , 152 , 59 , 68 , 5 
10, 42 , 145 , 53 , 65 , 5 
10, 43 , 145 , 67 , 67 , 5 
10, 44 , 145 , 55 , 77 , 5 
10, 45 , 180 , 56 , 75 , 6 
10, 46 , 147 , 54 , 72 , 6 
10, 47 , 141 , 57 , 67 , 6 
10, 48 , 147 , 53 , 68 , 5 
10, 49 , 136 , 58 , 71 , 5 
10, 50 , 145 , 52 , 67 , 5 
10, 51 , 156 , 58 , 70 , 6 
10, 52 , 151 , 56 , 71 , 6 
10, 53 , 153 , 51 , 61 , 6 
10, 54 , 150 , 58 , 65 , 6 
10, 55 , 144 , 52 , 73 , 5 
10, 56 , 145 , 55 , 73 , 5 
10, 57 , 144 , 57 , 70 , 6 
10, 58 , 144 , 64 , 68 , 7 
10, 59 , 138 , 69 , 75 , 7 
11, -   , 147 , 58 , 65 , 7 
11, 1 , 166 , 60 , 72 , 5 
11, 2 , 162 , 64 , 73 , 5 
11, 3 , 152 , 60 , 80 , 5 
11, 4 , 171 , 60 , 77 , 5 
11, 5 , 164 , 52 , 77 , 5 
11, 6 , 162 , 54 , 78 , 5 
11, 7 , 156 , 54 , 77 , 5 
11, 8 , 144 , 51 , 66 , 6 
11, 9 , 150 , 52 , 71 , 5 
11, 10 , 133 , 53 , 72 , 6 
11, 11 , 136 , 50 , 75 , 6 
11, 12 , 139 , 55 , 71 , 7 
11, 13 , 140 , 59 , 74 , 5 
11, 14 , 146 , 64 , 73 , 6 
11, 15 , 149 , 57 , 74 , 5 
11, 16 , 147 , 61 , 74 , 5 
11, 17 , 136 , 58 , 80 , 5 
11, 18 , 138 , 60 , 79 , 5 
11, 19 , 126 , 60 , 75 , 6 
11, 20 , 127 , 62 , 76 , 5 
11, 21 , 141 , 58 , 71 , 5 
11, 22 , 135 , 57 , 70 , 7 
11, 23 , 138 , 60 , 74 , 6 
11, 24 , 132 , 61 , 72 , 5 
11, 25 , 134 , 58 , 74 , 5 
11, 26 , 137 , 56 , 77 , 7 
11, 27 , 136 , 60 , 78 , 8 
11, 28 , 133 , 63 , 80 , 6 
11, 29 , 135 , 54 , 70 , 5 
11, 30 , 143 , 55 , 65 , 6 
11, 31 , 138 , 58 , 73 , 6 
11, 32 , 135 , 61 , 71 , 5 
11, 33 , 139 , 58 , 72 , 5 
11, 34 , 138 , 57 , 70 , 4 
11, 35 , 136 , 57 , 70 , 4 
11, 36 , 134 , 56 , 73 , 6 
11, 37 , 129 , 56 , 77 , 5 
11, 38 , 133 , 68 , 71 , 6 
11, 39 , 139 , 59 , 79 , 6 
11, 40 , 129 , 54 , 75 , 6 
11, 41 , 134 , 52 , 67 , 6 
11, 42 , 127 , 61 , 67 , 5 
11, 43 , 137 , 58 , 79 , 5 
11, 44 , 135 , 53 , 73 , 4 
11, 45 , 173 , 53 , 75 , 7 
11, 46 , 136 , 55 , 79 , 7 
11, 47 , 137 , 52 , 73 , 13 
11, 48 , 130 , 52 , 73 , 5 
11, 49 , 131 , 51 , 69 , 6 
11, 50 , 133 , 55 , 73 , 5 
11, 51 , 150 , 57 , 71 , 6 
11, 52 , 141 , 50 , 75 , 6 
11, 53 , 127 , 59 , 72 , 9 
11, 54 , 128 , 49 , 76 , 6 
11, 55 , 131 , 49 , 74 , 4 
11, 56 , 124 , 52 , 74 , 6 
11, 57 , 140 , 53 , 78 , 6 
11, 58 , 127 , 59 , 73 , 6 
11, 59 , 125 , 54 , 79 , 6 
12, -   , 135 , 56 , 74 , 4 
12, 1 , 149 , 54 , 74 , 4 
12, 2 , 149 , 62 , 74 , 7 
12, 3 , 140 , 59 , 72 , 8 
12, 4 , 160 , 53 , 65 , 4 
12, 5 , 150 , 57 , 69 , 5 
12, 6 , 143 , 57 , 72 , 5 
12, 7 , 143 , 57 , 73 , 4 
12, 8 , 138 , 49 , 74 , 4 
12, 9 , 129 , 53 , 71 , 3 
12, 10 , 133 , 55 , 68 , 5 
12, 11 , 131 , 58 , 68 , 6 
12, 12 , 140 , 56 , 78 , 5 
12, 13 , 135 , 50 , 68 , 6 
12, 14 , 145 , 48 , 74 , 6 
12, 15 , 147 , 53 , 81 , 7 
12, 16 , 137 , 52 , 77 , 5 
12, 17 , 136 , 53 , 72 , 5 
12, 18 , 131 , 50 , 76 , 5 
12, 19 , 130 , 46 , 80 , 5 
12, 20 , 134 , 49 , 78 , 4 
12, 21 , 131 , 55 , 87 , 5 
12, 22 , 134 , 49 , 86 , 5 
12, 23 , 151 , 49 , 80 , 6 
12, 24 , 137 , 56 , 71 , 7 
12, 25 , 120 , 64 , 71 , 7 
12, 26 , 129 , 55 , 74 , 7 
12, 27 , 127 , 51 , 72 , 4 
12, 28 , 128 , 58 , 71 , 5 
12, 29 , 126 , 53 , 72 , 8 
12, 30 , 127 , 55 , 66 , 6 
12, 31 , 123 , 55 , 70 , 6 
12, 32 , 128 , 51 , 81 , 6 
12, 33 , 136 , 54 , 74 , 6 
12, 34 , 131 , 50 , 77 , 8 
12, 35 , 131 , 53 , 72 , 6 
12, 36 , 127 , 50 , 71 , 6 
12, 37 , 130 , 53 , 72 , 6 
12, 38 , 125 , 54 , 70 , 5 
12, 39 , 124 , 53 , 65 , 4 
12, 40 , 128 , 55 , 77 , 7 
12, 41 , 123 , 54 , 77 , 6 
12, 42 , 130 , 53 , 72 , 4 
12, 43 , 125 , 63 , 77 , 3 
12, 44 , 126 , 56 , 82 , 4 
12, 45 , 164 , 48 , 75 , 5 
12, 46 , 127 , 50 , 74 , 5 
12, 47 , 125 , 52 , 74 , 6 
12, 48 , 127 , 56 , 80 , 6 
12, 49 , 139 , 55 , 83 , 6 
12, 50 , 129 , 50 , 80 , 8 
12, 51 , 139 , 55 , 80 , 7 
12, 52 , 135 , 55 , 80 , 7 
12, 53 , 139 , 53 , 78 , 6 
12, 54 , 131 , 55 , 78 , 6 
12, 55 , 125 , 57 , 82 , 6 
12, 56 , 128 , 54 , 77 , 5 
12, 57 , 135 , 55 , 74 , 7 
12, 58 , 135 , 51 , 75 , 6 
12, 59 , 128 , 50 , 88 , 6 
13, -   , 128 , 49 , 77 , 5 
13, 1 , 142 , 48 , 79 , 7 
13, 2 , 153 , 55 , 72 , 7 
13, 3 , 141 , 47 , 82 , 7 
13, 4 , 153 , 50 , 79 , 6 
13, 5 , 150 , 53 , 79 , 7 
13, 6 , 133 , 50 , 83 , 6 
13, 7 , 136 , 53 , 75 , 7 
13, 8 , 137 , 54 , 78 , 9 
13, 9 , 140 , 49 , 71 , 6 
13, 10 , 135 , 55 , 75 , 7 
13, 11 , 131 , 51 , 78 , 7 
13, 12 , 137 , 55 , 71 , 6 
13, 13 , 131 , 47 , 80 , 4 
13, 14 , 139 , 49 , 78 , 6 
13, 15 , 137 , 50 , 81 , 6 
13, 16 , 136 , 45 , 80 , 6 
13, 17 , 136 , 54 , 81 , 5 
13, 18 , 134 , 52 , 84 , 6 
13, 19 , 133 , 51 , 88 , 6 
13, 20 , 124 , 46 , 86 , 8 
13, 21 , 127 , 54 , 79 , 7 
13, 22 , 129 , 52 , 75 , 6 
13, 23 , 134 , 56 , 83 , 6 
13, 24 , 135 , 58 , 80 , 5 
13, 25 , 139 , 59 , 76 , 7 
13, 26 , 137 , 47 , 84 , 5 
13, 27 , 137 , 57 , 87 , 5 
13, 28 , 142 , 59 , 86 , 6 
13, 29 , 132 , 52 , 75 , 7 
13, 30 , 131 , 49 , 80 , 7 
13, 31 , 126 , 45 , 84 , 6 
13, 32 , 130 , 48 , 85 , 6 
13, 33 , 130 , 46 , 81 , 5 
13, 34 , 130 , 52 , 84 , 6 
13, 35 , 130 , 52 , 72 , 6 
13, 36 , 123 , 49 , 75 , 4 
13, 37 , 132 , 54 , 85 , 6 
13, 38 , 130 , 54 , 79 , 5 
13, 39 , 131 , 44 , 83 , 4 
13, 40 , 127 , 39 , 89 , 5 
13, 41 , 124 , 46 , 90 , 6 
13, 42 , 132 , 50 , 92 , 6 
13, 43 , 127 , 50 , 74 , 6 
13, 44 , 130 , 48 , 78 , 5 
13, 45 , 175 , 52 , 79 , 5 
13, 46 , 136 , 52 , 77 , 6 
13, 47 , 135 , 53 , 82 , 7 
13, 48 , 137 , 51 , 78 , 6 
13, 49 , 137 , 55 , 87 , 6 
13, 50 , 131 , 54 , 93 , 6 
13, 51 , 137 , 60 , 87 , 6 
13, 52 , 130 , 51 , 85 , 6 
13, 53 , 132 , 51 , 84 , 6 
13, 54 , 141 , 54 , 80 , 5 
13, 55 , 145 , 49 , 88 , 6 
13, 56 , 136 , 45 , 88 , 8 
13, 57 , 134 , 49 , 88 , 7 
13, 58 , 134 , 58 , 82 , 9 
13, 59 , 130 , 50 , 80 , 6 
14, -   , 129 , 58 , 78 , 6 
14, 1 , 132 , 53 , 81 , 6 
14, 2 , 132 , 54 , 81 , 6 
14, 3 , 138 , 50 , 81 , 6 
14, 4 , 147 , 60 , 84 , 8 
14, 5 , 130 , 53 , 85 , 6 
14, 6 , 137 , 51 , 88 , 6 
14, 7 , 131 , 55 , 86 , 5 
14, 8 , 128 , 51 , 78 , 5 
14, 9 , 139 , 53 , 87 , 8 
14, 10 , 136 , 51 , 83 , 7 
14, 11 , 135 , 51 , 84 , 8 
14, 12 , 132 , 51 , 87 , 6 
14, 13 , 123 , 54 , 82 , 5 
14, 14 , 127 , 50 , 80 , 5 
14, 15 , 132 , 47 , 81 , 4 
14, 16 , 122 , 53 , 80 , 5 
14, 17 , 122 , 49 , 81 , 5 
14, 18 , 122 , 53 , 84 , 6 
14, 19 , 123 , 49 , 82 , 6 
14, 20 , 125 , 48 , 81 , 5 
14, 21 , 123 , 56 , 85 , 5 
14, 22 , 126 , 50 , 83 , 5 
14, 23 , 129 , 46 , 84 , 6 
14, 24 , 135 , 45 , 83 , 6 
14, 25 , 127 , 48 , 90 , 6 
14, 26 , 126 , 42 , 89 , 5 
14, 27 , 129 , 45 , 81 , 4 
14, 28 , 119 , 45 , 86 , 5 
14, 29 , 125 , 47 , 88 , 5 
14, 30 , 127 , 48 , 82 , 6 
14, 31 , 127 , 53 , 81 , 6 
14, 32 , 123 , 48 , 83 , 4 
14, 33 , 122 , 43 , 94 , 5 
14, 34 , 130 , 43 , 85 , 6 
14, 35 , 128 , 49 , 88 , 6 
14, 36 , 121 , 48 , 81 , 5 
14, 37 , 130 , 50 , 89 , 4 
14, 38 , 131 , 51 , 92 , 6 
14, 39 , 121 , 47 , 86 , 6 
14, 40 , 113 , 49 , 80 , 4 
14, 41 , 123 , 51 , 84 , 4 
14, 42 , 121 , 49 , 82 , 5 
14, 43 , 122 , 58 , 83 , 5 
14, 44 , 120 , 49 , 84 , 6 
14, 45 , 157 , 53 , 85 , 6 
14, 46 , 127 , 49 , 80 , 5 
14, 47 , 124 , 47 , 88 , 5 
14, 48 , 124 , 53 , 80 , 7 
14, 49 , 115 , 44 , 86 , 5 
14, 50 , 124 , 47 , 82 , 5 
14, 51 , 123 , 46 , 95 , 5 
14, 52 , 125 , 45 , 88 , 7 
14, 53 , 119 , 44 , 98 , 6 
14, 54 , 114 , 45 , 92 , 4 
14, 55 , 107 , 45 , 84 , 6 
14, 56 , 113 , 43 , 85 , 7 
14, 57 , 119 , 45 , 79 , 6 
14, 58 , 118 , 52 , 87 , 4 
14, 59 , 112 , 41 , 83 , 7 
15, -   , 112 , 44 , 86 , 6 
15, 1 , 113 , 47 , 89 , 8 
15, 2 , 115 , 53 , 90 , 6 
15, 3 , 118 , 49 , 87 , 7 
15, 4 , 115 , 45 , 80 , 5 
15, 5 , 118 , 44 , 87 , 5 
15, 6 , 115 , 42 , 87 , 4 
15, 7 , 108 , 48 , 86 , 5 
15, 8 , 106 , 44 , 76 , 5 
15, 9 , 112 , 39 , 83 , 6 
15, 10 , 106 , 41 , 85 , 5 
15, 11 , 107 , 43 , 78 , 7 
15, 12 , 108 , 46 , 77 , 5 
15, 13 , 107 , 43 , 75 , 6 
15, 14 , 106 , 47 , 81 , 4 
15, 15 , 112 , 45 , 85 , 6 
15, 16 , 109 , 42 , 83 , 7 
15, 17 , 105 , 42 , 83 , 5 
15, 18 , 104 , 44 , 76 , 5 
15, 19 , 109 , 41 , 78 , 5 
15, 20 , 101 , 42 , 78 , 5 
15, 21 , 109 , 47 , 74 , 6 
15, 22 , 104 , 43 , 81 , 7 
15, 23 , 113 , 45 , 75 , 6 
15, 24 , 106 , 48 , 72 , 7 
15, 25 , 107 , 51 , 59 , 7 
15, 26 , 106 , 47 , 70 , 6 
15, 27 , 103 , 49 , 69 , 5 
15, 28 , 99 , 45 , 62 , 5 
15, 29 , 107 , 41 , 68 , 4 
15, 30 , 112 , 42 , 71 , 4 
15, 31 , 106 , 44 , 71 , 5 
15, 32 , 104 , 44 , 71 , 5 
15, 33 , 100 , 41 , 70 , 5 
15, 34 , 105 , 42 , 68 , 4 
15, 35 , 98 , 45 , 66 , 4 
15, 36 , 97 , 37 , 64 , 5 
15, 37 , 113 , 40 , 70 , 4 
15, 38 , 117 , 38 , 67 , 4 
15, 39 , 101 , 38 , 70 , 4 
15, 40 , 102 , 36 , 66 , 5 
15, 41 , 93 , 44 , 73 , 4 
15, 42 , 98 , 38 , 70 , 4 
15, 43 , 98 , 41 , 68 , 4 
15, 44 , 100 , 36 , 64 , 4 
15, 45 , 144 , 41 , 66 , 5 
15, 46 , 104 , 35 , 63 , 6 
15, 47 , 98 , 39 , 68 , 7 
15, 48 , 94 , 42 , 63 , 6 
15, 49 , 95 , 36 , 63 , 8 
15, 50 , 99 , 37 , 65 , 7 
15, 51 , 99 , 43 , 61 , 7 
15, 52 , 95 , 38 , 61 , 7 
15, 53 , 99 , 39 , 59 , 7 
15, 54 , 100 , 40 , 62 , 6 
15, 55 , 92 , 37 , 58 , 8 
15, 56 , 91 , 37 , 59 , 7 
15, 57 , 104 , 40 , 56 , 6 
15, 58 , 94 , 43 , 59 , 7 
15, 59 , 89 , 37 , 54 , 5 
16, -   , 93 , 36 , 48 , 6 
16, 1 , 101 , 37 , 63 , 6 
16, 2 , 95 , 40 , 63 , 4 
16, 3 , 95 , 35 , 58 , 4 
16, 4 , 90 , 37 , 59 , 6 
16, 5 , 92 , 36 , 57 , 4 
16, 6 , 94 , 35 , 60 , 3 
16, 7 , 93 , 34 , 65 , 4 
16, 8 , 92 , 37 , 51 , 3 
16, 9 , 81 , 35 , 49 , 3 
16, 10 , 82 , 36 , 48 , 4 
16, 11 , 84 , 36 , 51 , 5 
16, 12 , 87 , 33 , 53 , 3 
16, 13 , 86 , 35 , 48 , 4 
16, 14 , 85 , 32 , 53 , 3 
16, 15 , 87 , 37 , 59 , 4 
16, 16 , 80 , 35 , 51 , 4 
16, 17 , 83 , 33 , 55 , 4 
16, 18 , 83 , 37 , 55 , 5 
16, 19 , 85 , 31 , 49 , 4 
16, 20 , 80 , 31 , 56 , 5 
16, 21 , 82 , 33 , 63 , 5 
16, 22 , 84 , 29 , 51 , 5 
16, 23 , 102 , 32 , 55 , 4 
16, 24 , 77 , 24 , 49 , 5 
16, 25 , 87 , 31 , 49 , 3 
16, 26 , 81 , 25 , 42 , 5 
16, 27 , 79 , 31 , 48 , 5 
16, 28 , 76 , 32 , 47 , 4 
16, 29 , 74 , 28 , 46 , 4 
16, 30 , 69 , 28 , 39 , 5 
16, 31 , 71 , 24 , 43 , 3 
16, 32 , 76 , 28 , 39 , 4 
16, 33 , 74 , 28 , 50 , 3 
16, 34 , 73 , 32 , 41 , 3 
16, 35 , 70 , 34 , 39 , 3 
16, 36 , 71 , 34 , 41 , 4 
16, 37 , 71 , 31 , 46 , 3 
16, 38 , 71 , 33 , 45 , 4 
16, 39 , 72 , 30 , 45 , 4 
16, 40 , 69 , 31 , 40 , 4 
16, 41 , 70 , 30 , 34 , 4 
16, 42 , 69 , 28 , 35 , 6 
16, 43 , 68 , 34 , 36 , 4 
16, 44 , 71 , 30 , 39 , 4 
16, 45 , 106 , 27 , 38 , 3 
16, 46 , 73 , 30 , 35 , 6 
16, 47 , 70 , 27 , 39 , 5 
16, 48 , 69 , 28 , 43 , 4 
16, 49 , 66 , 27 , 41 , 5 
16, 50 , 74 , 26 , 42 , 3 
16, 51 , 69 , 29 , 46 , 4 
16, 52 , 74 , 28 , 43 , 4 
16, 53 , 73 , 26 , 40 , 6 
16, 54 , 68 , 28 , 38 , 5 
16, 55 , 63 , 29 , 36 , 4 
16, 56 , 67 , 23 , 36 , 3 
16, 57 , 73 , 28 , 33 , 3 
16, 58 , 69 , 26 , 33 , 3 
16, 59 , 68 , 25 , 35 , 4 
17, -   , 66 , 23 , 37 , 4 
17, 1 , 70 , 30 , 36 , 5 
17, 2 , 68 , 31 , 36 , 3 
17, 3 , 70 , 27 , 37 , 4 
17, 4 , 78 , 26 , 36 , 4 
17, 5 , 68 , 23 , 36 , 5 
17, 6 , 63 , 29 , 35 , 4 
17, 7 , 68 , 30 , 33 , 5 
17, 8 , 67 , 24 , 33 , 5 
17, 9 , 61 , 27 , 32 , 4 
17, 10 , 65 , 21 , 33 , 3 
17, 11 , 72 , 21 , 36 , 3 
17, 12 , 65 , 24 , 39 , 3 
17, 13 , 62 , 24 , 39 , 4 
17, 14 , 63 , 25 , 35 , 5 
17, 15 , 60 , 28 , 37 , 3 
17, 16 , 61 , 24 , 36 , 4 
17, 17 , 65 , 28 , 32 , 4 
17, 18 , 60 , 27 , 35 , 3 
17, 19 , 61 , 23 , 35 , 4 
17, 20 , 61 , 20 , 33 , 3 
17, 21 , 60 , 27 , 34 , 4 
17, 22 , 64 , 26 , 31 , 4 
17, 23 , 66 , 23 , 33 , 3 
17, 24 , 63 , 22 , 34 , 3 
17, 25 , 59 , 23 , 29 , 5 
17, 26 , 59 , 24 , 33 , 3 
17, 27 , 61 , 24 , 33 , 2 
17, 28 , 64 , 30 , 31 , 4 
17, 29 , 56 , 19 , 31 , 4 
17, 30 , 56 , 22 , 30 , 4 
17, 31 , 61 , 22 , 28 , 5 
17, 32 , 51 , 21 , 28 , 3 
17, 33 , 57 , 21 , 29 , 4 
17, 34 , 54 , 22 , 29 , 3 
17, 35 , 51 , 24 , 27 , 3 
17, 36 , 55 , 23 , 26 , 3 
17, 37 , 61 , 24 , 24 , 3 
17, 38 , 59 , 22 , 28 , 3 
17, 39 , 55 , 19 , 25 , 3 
17, 40 , 56 , 17 , 25 , 3 
17, 41 , 52 , 21 , 28 , 3 
17, 42 , 56 , 21 , 31 , 3 
17, 43 , 57 , 27 , 33 , 2 
17, 44 , 58 , 22 , 31 , 3 
17, 45 , 92 , 21 , 28 , 3 
17, 46 , 57 , 22 , 33 , 2 
17, 47 , 48 , 17 , 26 , 2 
17, 48 , 49 , 20 , 27 , 3 
17, 49 , 50 , 22 , 29 , 4 
17, 50 , 50 , 21 , 26 , 3 
17, 51 , 57 , 27 , 26 , 3 
17, 52 , 52 , 22 , 30 , 2 
17, 53 , 49 , 22 , 24 , 2 
17, 54 , 48 , 21 , 25 , 2 
17, 55 , 48 , 21 , 28 , 3 
17, 56 , 49 , 19 , 29 , 3 
17, 57 , 55 , 19 , 28 , 4 
17, 58 , 52 , 21 , 25 , 2 
17, 59 , 47 , 20 , 24 , 3 
18, -   , 52 , 22 , 26 , 3 
18, 1 , 57 , 27 , 27 , 2 
18, 2 , 57 , 22 , 21 , 4 
18, 3 , 56 , 16 , 26 , 4 
18, 4 , 56 , 20 , 27 , 3 
18, 5 , 54 , 20 , 27 , 3 
18, 6 , 48 , 17 , 27 , 4 
18, 7 , 53 , 19 , 25 , 3 
18, 8 , 50 , 21 , 26 , 3 
18, 9 , 46 , 24 , 28 , 3 
18, 10 , 44 , 21 , 28 , 3 
18, 11 , 46 , 22 , 22 , 4 
18, 12 , 46 , 21 , 23 , 3 
18, 13 , 44 , 21 , 22 , 3 
18, 14 , 50 , 17 , 25 , 3 
18, 15 , 52 , 19 , 24 , 3 
18, 16 , 44 , 19 , 22 , 3 
18, 17 , 46 , 15 , 22 , 3 
18, 18 , 45 , 21 , 20 , 3 
18, 19 , 44 , 17 , 24 , 2 
18, 20 , 46 , 17 , 22 , 2 
18, 21 , 49 , 21 , 24 , 3 
18, 22 , 40 , 19 , 24 , 3 
18, 23 , 44 , 17 , 23 , 3 
18, 24 , 47 , 16 , 23 , 2 
18, 25 , 51 , 21 , 25 , 3 
18, 26 , 45 , 19 , 26 , 2 
18, 27 , 48 , 14 , 23 , 2 
18, 28 , 49 , 20 , 29 , 3 
18, 29 , 44 , 20 , 25 , 2 
18, 30 , 48 , 17 , 24 , 3 
18, 31 , 47 , 16 , 26 , 3 
18, 32 , 47 , 18 , 22 , 2 
18, 33 , 44 , 22 , 23 , 3 
18, 34 , 44 , 18 , 23 , 2 
18, 35 , 46 , 19 , 23 , 2 
18, 36 , 43 , 17 , 26 , 3 
18, 37 , 38 , 18 , 23 , 3 
18, 38 , 39 , 18 , 25 , 3 
18, 39 , 42 , 19 , 20 , 3 
18, 40 , 45 , 17 , 21 , 4 
18, 41 , 44 , 20 , 24 , 2 
18, 42 , 45 , 18 , 22 , 3 
18, 43 , 43 , 22 , 24 , 3 
18, 44 , 44 , 17 , 21 , 3 
18, 45 , 75 , 15 , 20 , 3 
18, 46 , 49 , 19 , 24 , 2 
18, 47 , 39 , 13 , 25 , 3 
18, 48 , 46 , 18 , 20 , 2 
18, 49 , 42 , 17 , 22 , 4 
18, 50 , 42 , 18 , 23 , 2 
18, 51 , 45 , 22 , 21 , 2 
18, 52 , 43 , 18 , 26 , 2 
18, 53 , 46 , 20 , 19 , 3 
18, 54 , 43 , 18 , 20 , 2 
18, 55 , 42 , 16 , 22 , 2 
18, 56 , 42 , 16 , 22 , 2 
18, 57 , 45 , 21 , 21 , 2 
18, 58 , 45 , 28 , 20 , 2 
18, 59 , 42 , 21 , 21 , 1 
19, -   , 43 , 21 , 23 , 2 
19, 1 , 44 , 21 , 22 , 2 
19, 2 , 47 , 23 , 23 , 3 
19, 3 , 46 , 18 , 21 , 3 
19, 4 , 45 , 22 , 23 , 3 
19, 5 , 44 , 18 , 23 , 3 
19, 6 , 38 , 17 , 21 , 3 
19, 7 , 41 , 19 , 18 , 2 
19, 8 , 44 , 18 , 23 , 3 
19, 9 , 38 , 23 , 19 , 2 
19, 10 , 39 , 17 , 20 , 2 
19, 11 , 42 , 19 , 21 , 3 
19, 12 , 41 , 19 , 19 , 3 
19, 13 , 44 , 19 , 16 , 3 
19, 14 , 43 , 19 , 24 , 2 
19, 15 , 45 , 21 , 24 , 2 
19, 16 , 40 , 15 , 21 , 3 
19, 17 , 36 , 17 , 23 , 2 
19, 18 , 41 , 16 , 25 , 2 
19, 19 , 40 , 19 , 19 , 2 
19, 20 , 41 , 18 , 25 , 4 
19, 21 , 41 , 18 , 21 , 3 
19, 22 , 41 , 18 , 20 , 4 
19, 23 , 40 , 20 , 21 , 2 
19, 24 , 37 , 19 , 25 , 2 
19, 25 , 44 , 25 , 24 , 2 
19, 26 , 41 , 22 , 24 , 2 
19, 27 , 45 , 19 , 27 , 2 
19, 28 , 42 , 23 , 24 , 3 
19, 29 , 44 , 19 , 24 , 2 
19, 30 , 42 , 19 , 23 , 3 
19, 31 , 37 , 18 , 21 , 3 
19, 32 , 42 , 18 , 22 , 3 
19, 33 , 42 , 18 , 22 , 2 
19, 34 , 44 , 18 , 26 , 3 
19, 35 , 43 , 22 , 22 , 3 
19, 36 , 39 , 21 , 23 , 4 
19, 37 , 45 , 24 , 20 , 2 
19, 38 , 44 , 21 , 23 , 3 
19, 39 , 43 , 22 , 26 , 3 
19, 40 , 36 , 23 , 23 , 3 
19, 41 , 39 , 26 , 24 , 2 
19, 42 , 39 , 23 , 23 , 3 
19, 43 , 38 , 26 , 30 , 3 
19, 44 , 38 , 20 , 29 , 3 
19, 45 , 85 , 23 , 27 , 2 
19, 46 , 43 , 21 , 23 , 3 
19, 47 , 37 , 20 , 22 , 3 
19, 48 , 38 , 24 , 28 , 3 
19, 49 , 36 , 22 , 25 , 3 
19, 50 , 41 , 26 , 28 , 4 
19, 51 , 46 , 27 , 23 , 3 
19, 52 , 45 , 21 , 23 , 3 
19, 53 , 44 , 19 , 28 , 3 
19, 54 , 43 , 21 , 27 , 1 
19, 55 , 42 , 22 , 25 , 2 
19, 56 , 41 , 20 , 23 , 3 
19, 57 , 44 , 21 , 29 , 2 
19, 58 , 41 , 26 , 33 , 2 
19, 59 , 37 , 22 , 33 , 2 
20, -   , 39 , 20 , 32 , 2 
20, 1 , 44 , 25 , 39 , 2 
20, 2 , 44 , 25 , 38 , 2 
20, 3 , 43 , 18 , 33 , 2 
20, 4 , 49 , 19 , 35 , 2 
20, 5 , 45 , 18 , 38 , 2 
20, 6 , 48 , 18 , 33 , 3 
20, 7 , 44 , 21 , 36 , 2 
20, 8 , 45 , 22 , 32 , 2 
20, 9 , 44 , 24 , 32 , 3 
20, 10 , 40 , 19 , 33 , 2 
20, 11 , 41 , 25 , 28 , 3 
20, 12 , 45 , 24 , 26 , 2 
20, 13 , 48 , 25 , 33 , 2 
20, 14 , 45 , 21 , 29 , 3 
20, 15 , 46 , 25 , 31 , 2 
20, 16 , 39 , 22 , 26 , 3 
20, 17 , 44 , 22 , 29 , 2 
20, 18 , 41 , 20 , 36 , 2 
20, 19 , 39 , 20 , 32 , 3 
20, 20 , 45 , 22 , 33 , 3 
20, 21 , 41 , 25 , 30 , 3 
20, 22 , 44 , 23 , 37 , 3 
20, 23 , 54 , 23 , 32 , 3 
20, 24 , 42 , 22 , 33 , 3 
20, 25 , 42 , 28 , 34 , 2 
20, 26 , 48 , 24 , 30 , 3 
20, 27 , 44 , 21 , 29 , 3 
20, 28 , 44 , 29 , 31 , 3 
20, 29 , 47 , 23 , 29 , 2 
20, 30 , 45 , 22 , 32 , 2 
20, 31 , 45 , 26 , 30 , 3 
20, 32 , 46 , 25 , 32 , 2 
20, 33 , 47 , 21 , 34 , 4 
20, 34 , 48 , 20 , 33 , 4 
20, 35 , 44 , 24 , 31 , 2 
20, 36 , 44 , 23 , 33 , 2 
20, 37 , 49 , 22 , 42 , 2 
20, 38 , 47 , 29 , 38 , 3 
20, 39 , 43 , 24 , 35 , 3 
20, 40 , 47 , 27 , 38 , 3 
20, 41 , 45 , 29 , 34 , 3 
20, 42 , 46 , 26 , 40 , 3 
20, 43 , 43 , 28 , 34 , 4 
20, 44 , 46 , 26 , 39 , 2 
20, 45 , 77 , 24 , 39 , 2 
20, 46 , 48 , 22 , 38 , 2 
20, 47 , 50 , 27 , 37 , 2 
20, 48 , 46 , 27 , 36 , 2 
20, 49 , 45 , 28 , 36 , 2 
20, 50 , 46 , 28 , 39 , 3 
20, 51 , 52 , 33 , 34 , 2 
20, 52 , 53 , 26 , 35 , 3 
20, 53 , 48 , 25 , 42 , 3 
20, 54 , 48 , 27 , 42 , 3 
20, 55 , 50 , 26 , 37 , 3 
20, 56 , 50 , 24 , 36 , 3 
20, 57 , 55 , 26 , 38 , 3 
20, 58 , 48 , 29 , 36 , 3 
20, 59 , 41 , 27 , 31 , 2 
21, -   , 50 , 27 , 32 , 4 
21, 1 , 50 , 32 , 39 , 4 
21, 2 , 52 , 34 , 35 , 4 
21, 3 , 52 , 29 , 31 , 2 
21, 4 , 55 , 32 , 30 , 3 
21, 5 , 55 , 27 , 33 , 3 
21, 6 , 53 , 28 , 36 , 3 
