hour,minute,desktop,smartphone,tablet,other mobile
8, 58 , 533 , 59 , 118 , 8 
8, 59 , 528 , 55 , 120 , 8 
9, -   , 553 , 54 , 112 , 8 
9, 1 , 590 , 59 , 117 , 7 
9, 2 , 575 , 57 , 126 , 9 
9, 3 , 557 , 56 , 114 , 8 
9, 4 , 545 , 59 , 108 , 6 
9, 5 , 563 , 61 , 116 , 7 
9, 6 , 527 , 60 , 116 , 8 
9, 7 , 526 , 57 , 108 , 8 
9, 8 , 542 , 68 , 105 , 9 
9, 9 , 525 , 59 , 109 , 7 
9, 10 , 508 , 58 , 109 , 7 
9, 11 , 513 , 57 , 108 , 6 
9, 12 , 512 , 57 , 107 , 7 
9, 13 , 507 , 52 , 104 , 8 
9, 14 , 519 , 52 , 99 , 8 
9, 15 , 532 , 60 , 100 , 7 
9, 16 , 536 , 53 , 98 , 9 
9, 17 , 499 , 51 , 95 , 8 
9, 18 , 513 , 53 , 110 , 7 
9, 19 , 500 , 54 , 103 , 8 
9, 20 , 492 , 56 , 98 , 8 
9, 21 , 500 , 60 , 100 , 7 
9, 22 , 499 , 50 , 104 , 8 
9, 23 , 502 , 50 , 106 , 9 
9, 24 , 491 , 54 , 104 , 9 
9, 25 , 483 , 53 , 99 , 7 
9, 26 , 519 , 60 , 103 , 8 
9, 27 , 517 , 55 , 101 , 11 
9, 28 , 499 , 50 , 96 , 9 
9, 29 , 487 , 50 , 107 , 7 
9, 30 , 494 , 54 , 100 , 9 
9, 31 , 480 , 52 , 97 , 6 
9, 32 , 476 , 54 , 104 , 5 
9, 33 , 496 , 53 , 103 , 8 
9, 34 , 480 , 48 , 98 , 7 
9, 35 , 507 , 56 , 100 , 7 
9, 36 , 505 , 51 , 98 , 8 
9, 37 , 483 , 54 , 109 , 5 
9, 38 , 493 , 50 , 99 , 6 
9, 39 , 495 , 46 , 100 , 8 
9, 40 , 477 , 43 , 95 , 6 
9, 41 , 465 , 44 , 88 , 8 
9, 42 , 463 , 49 , 89 , 7 
9, 43 , 465 , 55 , 89 , 8 
9, 44 , 472 , 52 , 94 , 9 
9, 45 , 482 , 50 , 90 , 8 
9, 46 , 499 , 48 , 90 , 9 
9, 47 , 478 , 50 , 88 , 7 
9, 48 , 498 , 54 , 90 , 7 
9, 49 , 471 , 48 , 86 , 5 
9, 50 , 455 , 48 , 83 , 7 
9, 51 , 464 , 52 , 85 , 6 
9, 52 , 448 , 50 , 82 , 8 
9, 53 , 446 , 48 , 88 , 6 
9, 54 , 458 , 52 , 85 , 8 
9, 55 , 453 , 53 , 79 , 8 
9, 56 , 455 , 48 , 90 , 7 
9, 57 , 460 , 48 , 87 , 7 
9, 58 , 453 , 49 , 80 , 8 
9, 59 , 436 , 52 , 91 , 7 
10, -   , 444 , 44 , 83 , 7 
10, 1 , 490 , 42 , 90 , 6 
10, 2 , 468 , 44 , 85 , 6 
10, 3 , 467 , 45 , 85 , 6 
10, 4 , 473 , 47 , 92 , 7 
10, 5 , 481 , 52 , 77 , 8 
10, 6 , 485 , 50 , 75 , 9 
10, 7 , 461 , 51 , 85 , 8 
