hour,minute,desktop,smartphone,tablet,other
10, 25 , 136 , 73 , 112 , 10 
10, 26 , 148 , 70 , 111 , 10 
10, 27 , 147 , 77 , 112 , 10 
10, 28 , 149 , 82 , 116 , 10 
10, 29 , 145 , 78 , 120 , 8 
10, 30 , 149 , 79 , 127 , 11 
10, 31 , 156 , 85 , 119 , 10 
10, 32 , 160 , 83 , 119 , 11 
10, 33 , 162 , 80 , 122 , 10 
10, 34 , 163 , 77 , 127 , 11 
10, 35 , 155 , 83 , 127 , 10 
10, 36 , 148 , 87 , 123 , 10 
10, 37 , 157 , 85 , 130 , 10 
10, 38 , 157 , 83 , 139 , 9 
10, 39 , 165 , 90 , 128 , 10 
10, 40 , 163 , 96 , 134 , 12 
10, 41 , 171 , 91 , 143 , 10 
10, 42 , 167 , 87 , 137 , 8 
10, 43 , 160 , 83 , 136 , 11 
10, 44 , 171 , 96 , 137 , 9 
10, 45 , 197 , 84 , 148 , 9 
10, 46 , 193 , 87 , 154 , 11 
10, 47 , 176 , 101 , 140 , 12 
10, 48 , 176 , 93 , 154 , 11 
10, 49 , 176 , 94 , 149 , 10 
10, 50 , 175 , 106 , 150 , 8 
10, 51 , 190 , 102 , 147 , 9 
10, 52 , 178 , 99 , 146 , 9 
10, 53 , 193 , 97 , 145 , 11 
10, 54 , 191 , 98 , 148 , 11 
10, 55 , 189 , 100 , 149 , 11 
10, 56 , 174 , 96 , 152 , 12 
10, 57 , 192 , 106 , 155 , 10 
10, 58 , 194 , 102 , 158 , 9 
10, 59 , 183 , 98 , 170 , 9 
11, -   , 206 , 100 , 156 , 9 
11, 1 , 240 , 100 , 153 , 11 
11, 2 , 237 , 112 , 155 , 11 
11, 3 , 228 , 115 , 174 , 13 
11, 4 , 233 , 115 , 177 , 13 
11, 5 , 238 , 108 , 176 , 11 
11, 6 , 233 , 112 , 175 , 14 
11, 7 , 228 , 126 , 171 , 11 
11, 8 , 220 , 108 , 166 , 14 
11, 9 , 218 , 115 , 159 , 13 
11, 10 , 221 , 124 , 166 , 13 
11, 11 , 211 , 120 , 167 , 13 
11, 12 , 220 , 115 , 175 , 13 
11, 13 , 227 , 125 , 182 , 11 
11, 14 , 239 , 131 , 174 , 14 
11, 15 , 241 , 129 , 176 , 12 
11, 16 , 233 , 124 , 187 , 11 
11, 17 , 236 , 127 , 194 , 12 
11, 18 , 229 , 128 , 186 , 14 
11, 19 , 223 , 135 , 191 , 11 
11, 20 , 235 , 139 , 194 , 11 
11, 21 , 229 , 145 , 188 , 13 
11, 22 , 236 , 147 , 193 , 11 
11, 23 , 261 , 140 , 193 , 12 
11, 24 , 241 , 140 , 191 , 13 
11, 25 , 242 , 140 , 196 , 13 
11, 26 , 260 , 135 , 198 , 13 
11, 27 , 260 , 145 , 191 , 13 
11, 28 , 257 , 150 , 201 , 11 
11, 29 , 255 , 144 , 199 , 14 
11, 30 , 268 , 145 , 189 , 12 
11, 31 , 266 , 141 , 202 , 13 
11, 32 , 257 , 153 , 207 , 11 
11, 33 , 270 , 149 , 194 , 11 
11, 34 , 260 , 156 , 211 , 15 
11, 35 , 258 , 150 , 208 , 13 
11, 36 , 255 , 152 , 223 , 13 
11, 37 , 266 , 150 , 213 , 12 
11, 38 , 276 , 153 , 217 , 11 
11, 39 , 288 , 154 , 216 , 13 
11, 40 , 295 , 152 , 218 , 14 
11, 41 , 291 , 158 , 222 , 15 
11, 42 , 286 , 156 , 218 , 15 
11, 43 , 284 , 161 , 226 , 14 
11, 44 , 291 , 157 , 226 , 15 
11, 45 , 304 , 151 , 229 , 12 
11, 46 , 306 , 172 , 226 , 11 
11, 47 , 301 , 160 , 228 , 13 
11, 48 , 299 , 150 , 228 , 13 
11, 49 , 311 , 160 , 234 , 13 
11, 50 , 326 , 163 , 239 , 14 
11, 51 , 344 , 176 , 229 , 15 
11, 52 , 335 , 164 , 228 , 15 
11, 53 , 330 , 162 , 227 , 14 
11, 54 , 323 , 160 , 235 , 15 
11, 55 , 323 , 178 , 245 , 16 
11, 56 , 319 , 168 , 229 , 16 
11, 57 , 337 , 172 , 228 , 14 
11, 58 , 344 , 173 , 231 , 14 
11, 59 , 317 , 166 , 229 , 15 
12, -   , 357 , 167 , 228 , 13 
12, 1 , 389 , 172 , 234 , 13 
12, 2 , 388 , 166 , 238 , 15 
12, 3 , 381 , 176 , 234 , 15 
12, 4 , 393 , 170 , 236 , 15 
12, 5 , 392 , 176 , 242 , 17 
12, 6 , 382 , 173 , 244 , 13 
12, 7 , 378 , 175 , 237 , 13 
12, 8 , 355 , 173 , 241 , 17 
12, 9 , 361 , 171 , 228 , 16 
12, 10 , 356 , 176 , 235 , 15 
12, 11 , 345 , 179 , 248 , 16 
12, 12 , 350 , 170 , 237 , 13 
12, 13 , 362 , 175 , 245 , 15 
12, 14 , 393 , 173 , 245 , 15 
12, 15 , 404 , 177 , 248 , 17 
12, 16 , 384 , 184 , 248 , 17 
12, 17 , 369 , 189 , 253 , 14 
12, 18 , 369 , 174 , 264 , 13 
12, 19 , 379 , 176 , 248 , 16 
12, 20 , 386 , 178 , 251 , 16 
12, 21 , 373 , 183 , 255 , 17 
12, 22 , 386 , 193 , 255 , 17 
12, 23 , 426 , 189 , 251 , 15 
12, 24 , 386 , 193 , 253 , 18 
12, 25 , 390 , 183 , 247 , 15 
12, 26 , 404 , 195 , 263 , 15 
12, 27 , 403 , 197 , 265 , 16 
12, 28 , 399 , 199 , 242 , 14 
12, 29 , 405 , 195 , 236 , 16 
12, 30 , 402 , 194 , 229 , 17 
12, 31 , 412 , 187 , 237 , 17 
12, 32 , 415 , 194 , 225 , 17 
12, 33 , 433 , 185 , 222 , 18 
12, 34 , 412 , 191 , 233 , 18 
12, 35 , 402 , 189 , 234 , 18 
12, 36 , 433 , 193 , 238 , 16 
12, 37 , 444 , 185 , 242 , 16 
12, 38 , 445 , 193 , 248 , 15 
12, 39 , 458 , 190 , 240 , 14 
12, 40 , 473 , 205 , 232 , 16 
12, 41 , 443 , 205 , 258 , 17 
12, 42 , 453 , 201 , 231 , 17 
12, 43 , 458 , 192 , 234 , 15 
12, 44 , 453 , 193 , 233 , 16 
12, 45 , 483 , 189 , 240 , 18 
12, 46 , 472 , 195 , 245 , 17 
12, 47 , 473 , 202 , 242 , 15 
12, 48 , 478 , 193 , 242 , 17 
12, 49 , 472 , 202 , 236 , 16 
12, 50 , 475 , 203 , 236 , 17 
12, 51 , 493 , 204 , 242 , 15 
12, 52 , 475 , 204 , 240 , 15 
12, 53 , 495 , 201 , 234 , 16 
12, 54 , 493 , 208 , 251 , 20 
12, 55 , 496 , 205 , 250 , 18 
12, 56 , 489 , 200 , 252 , 19 
12, 57 , 516 , 199 , 254 , 17 
12, 58 , 499 , 205 , 246 , 15 
12, 59 , 495 , 203 , 238 , 16 
13, -   , 535 , 196 , 233 , 18 
13, 1 , 610 , 190 , 230 , 18 
13, 2 , 574 , 196 , 229 , 18 
13, 3 , 595 , 197 , 242 , 18 
13, 4 , 629 , 194 , 231 , 17 
13, 5 , 597 , 193 , 230 , 19 
13, 6 , 553 , 203 , 232 , 18 
13, 7 , 542 , 196 , 223 , 17 
13, 8 , 558 , 191 , 231 , 17 
13, 9 , 530 , 187 , 242 , 16 
13, 10 , 533 , 204 , 232 , 14 
13, 11 , 531 , 204 , 241 , 16 
13, 12 , 541 , 206 , 246 , 19 
13, 13 , 553 , 200 , 243 , 18 
13, 14 , 593 , 198 , 240 , 17 
13, 15 , 603 , 195 , 223 , 19 
13, 16 , 582 , 194 , 231 , 16 
13, 17 , 562 , 202 , 224 , 18 
13, 18 , 557 , 197 , 235 , 16 
13, 19 , 563 , 202 , 224 , 16 
13, 20 , 568 , 194 , 223 , 17 
13, 21 , 576 , 195 , 226 , 19 
13, 22 , 571 , 202 , 231 , 15 
13, 23 , 576 , 198 , 227 , 19 
13, 24 , 575 , 194 , 230 , 18 
13, 25 , 591 , 200 , 226 , 16 
13, 26 , 602 , 199 , 235 , 17 
13, 27 , 589 , 197 , 212 , 15 
13, 28 , 598 , 198 , 226 , 17 
13, 29 , 596 , 186 , 221 , 16 
13, 30 , 603 , 197 , 201 , 15 
13, 31 , 584 , 188 , 210 , 17 
13, 32 , 586 , 191 , 214 , 18 
13, 33 , 611 , 193 , 217 , 19 
13, 34 , 605 , 195 , 215 , 18 
13, 35 , 601 , 203 , 207 , 20 
13, 36 , 610 , 208 , 213 , 16 
13, 37 , 606 , 205 , 207 , 19 
13, 38 , 642 , 198 , 197 , 19 
13, 39 , 665 , 196 , 214 , 18 
13, 40 , 637 , 203 , 200 , 23 
13, 41 , 633 , 206 , 200 , 17 
13, 42 , 633 , 204 , 202 , 17 
13, 43 , 625 , 195 , 210 , 18 
13, 44 , 644 , 199 , 206 , 16 
13, 45 , 668 , 194 , 213 , 19 
13, 46 , 650 , 194 , 202 , 19 
13, 47 , 637 , 192 , 210 , 20 
13, 48 , 651 , 187 , 213 , 19 
13, 49 , 641 , 186 , 213 , 19 
13, 50 , 656 , 205 , 209 , 19 
13, 51 , 691 , 183 , 202 , 18 
13, 52 , 658 , 190 , 211 , 17 
13, 53 , 669 , 187 , 205 , 19 
13, 54 , 653 , 201 , 195 , 19 
13, 55 , 638 , 187 , 200 , 15 
13, 56 , 648 , 191 , 198 , 18 
13, 57 , 681 , 197 , 190 , 20 
13, 58 , 647 , 193 , 186 , 17 
13, 59 , 631 , 179 , 198 , 18 
14, -   , 681 , 173 , 187 , 15 
14, 1 , 747 , 170 , 186 , 15 
14, 2 , 731 , 177 , 191 , 19 
14, 3 , 746 , 174 , 190 , 18 
14, 4 , 779 , 177 , 195 , 16 
14, 5 , 728 , 171 , 186 , 16 
14, 6 , 703 , 184 , 178 , 17 
14, 7 , 689 , 177 , 179 , 19 
14, 8 , 686 , 177 , 184 , 17 
14, 9 , 650 , 173 , 190 , 18 
14, 10 , 652 , 177 , 185 , 15 
14, 11 , 656 , 182 , 184 , 18 
14, 12 , 672 , 190 , 171 , 16 
14, 13 , 657 , 180 , 184 , 19 
14, 14 , 705 , 178 , 183 , 16 
14, 15 , 722 , 174 , 171 , 18 
14, 16 , 687 , 175 , 171 , 18 
14, 17 , 688 , 180 , 175 , 18 
14, 18 , 669 , 166 , 169 , 18 
14, 19 , 669 , 177 , 183 , 18 
14, 20 , 669 , 180 , 169 , 16 
14, 21 , 677 , 189 , 179 , 18 
14, 22 , 672 , 171 , 173 , 17 
14, 23 , 672 , 170 , 173 , 17 
14, 24 , 681 , 162 , 176 , 14 
14, 25 , 677 , 165 , 178 , 17 
14, 26 , 702 , 167 , 173 , 17 
14, 27 , 714 , 177 , 168 , 17 
14, 28 , 688 , 169 , 159 , 16 
14, 29 , 688 , 169 , 165 , 17 
14, 30 , 695 , 159 , 164 , 18 
14, 31 , 695 , 155 , 162 , 15 
14, 32 , 650 , 156 , 163 , 17 
14, 33 , 694 , 165 , 157 , 16 
14, 34 , 669 , 162 , 146 , 15 
14, 35 , 656 , 159 , 155 , 17 
14, 36 , 657 , 165 , 171 , 13 
14, 37 , 679 , 167 , 174 , 17 
14, 38 , 724 , 165 , 170 , 17 
14, 39 , 713 , 159 , 171 , 15 
14, 40 , 703 , 164 , 161 , 14 
14, 41 , 686 , 161 , 160 , 18 
14, 42 , 693 , 167 , 161 , 14 
14, 43 , 681 , 158 , 164 , 16 
14, 44 , 684 , 163 , 157 , 15 
14, 45 , 702 , 164 , 153 , 17 
14, 46 , 700 , 158 , 161 , 17 
14, 47 , 711 , 160 , 157 , 19 
14, 48 , 698 , 169 , 152 , 17 
14, 49 , 683 , 154 , 169 , 16 
14, 50 , 673 , 157 , 155 , 15 
14, 51 , 753 , 166 , 161 , 18 
14, 52 , 679 , 160 , 157 , 16 
14, 53 , 715 , 162 , 167 , 18 
14, 54 , 721 , 162 , 167 , 16 
14, 55 , 687 , 156 , 177 , 18 
14, 56 , 677 , 153 , 164 , 16 
14, 57 , 692 , 161 , 154 , 18 
14, 58 , 675 , 161 , 161 , 17 
14, 59 , 667 , 157 , 156 , 15 
15, -   , 743 , 154 , 150 , 18 
15, 1 , 820 , 157 , 151 , 15 
15, 2 , 767 , 158 , 154 , 15 
15, 3 , 768 , 161 , 149 , 13 
15, 4 , 835 , 149 , 155 , 13 
15, 5 , 749 , 157 , 141 , 15 
15, 6 , 705 , 161 , 146 , 16 
15, 7 , 696 , 150 , 144 , 16 
15, 8 , 674 , 151 , 142 , 15 
15, 9 , 665 , 151 , 142 , 15 
15, 10 , 679 , 155 , 144 , 18 
15, 11 , 677 , 147 , 141 , 15 
15, 12 , 678 , 144 , 142 , 14 
15, 13 , 657 , 142 , 138 , 15 
15, 14 , 710 , 155 , 142 , 18 
15, 15 , 757 , 148 , 147 , 15 
15, 16 , 662 , 147 , 144 , 18 
15, 17 , 664 , 145 , 146 , 15 
15, 18 , 682 , 143 , 142 , 16 
15, 19 , 666 , 146 , 143 , 16 
15, 20 , 673 , 138 , 135 , 16 
15, 21 , 664 , 139 , 132 , 15 
15, 22 , 646 , 145 , 133 , 13 
15, 23 , 670 , 147 , 139 , 17 
15, 24 , 654 , 142 , 141 , 14 
15, 25 , 662 , 146 , 141 , 13 
15, 26 , 647 , 140 , 128 , 13 
15, 27 , 674 , 152 , 143 , 15 
15, 28 , 655 , 139 , 144 , 16 
15, 29 , 657 , 145 , 136 , 15 
15, 30 , 672 , 144 , 132 , 15 
15, 31 , 664 , 142 , 133 , 13 
15, 32 , 647 , 137 , 129 , 14 
15, 33 , 675 , 144 , 137 , 15 
15, 34 , 679 , 150 , 138 , 14 
15, 35 , 647 , 151 , 137 , 14 
15, 36 , 648 , 143 , 128 , 15 
15, 37 , 640 , 150 , 132 , 14 
15, 38 , 698 , 138 , 136 , 13 
15, 39 , 675 , 138 , 141 , 15 
15, 40 , 668 , 158 , 137 , 15 
15, 41 , 649 , 148 , 124 , 14 
15, 42 , 657 , 133 , 133 , 15 
15, 43 , 652 , 140 , 125 , 11 
15, 44 , 692 , 133 , 131 , 13 
15, 45 , 680 , 140 , 139 , 14 
15, 46 , 658 , 137 , 127 , 14 
15, 47 , 632 , 135 , 125 , 16 
15, 48 , 640 , 129 , 119 , 16 
15, 49 , 630 , 125 , 120 , 14 
15, 50 , 615 , 129 , 131 , 14 
15, 51 , 668 , 122 , 126 , 16 
15, 52 , 631 , 127 , 118 , 13 
15, 53 , 649 , 124 , 114 , 13 
15, 54 , 641 , 122 , 114 , 13 
15, 55 , 614 , 119 , 113 , 13 
15, 56 , 609 , 125 , 122 , 15 
15, 57 , 649 , 119 , 121 , 15 
15, 58 , 628 , 129 , 117 , 15 
15, 59 , 619 , 119 , 118 , 13 
16, -   , 672 , 125 , 121 , 11 
16, 1 , 771 , 124 , 118 , 14 
16, 2 , 732 , 123 , 115 , 13 
16, 3 , 727 , 124 , 118 , 12 
16, 4 , 774 , 130 , 114 , 14 
16, 5 , 701 , 122 , 120 , 14 
16, 6 , 643 , 127 , 116 , 12 
16, 7 , 655 , 124 , 119 , 15 
16, 8 , 640 , 125 , 115 , 14 
16, 9 , 630 , 120 , 114 , 13 
16, 10 , 631 , 125 , 112 , 14 
16, 11 , 612 , 132 , 122 , 16 
16, 12 , 618 , 129 , 119 , 14 
16, 13 , 632 , 129 , 111 , 13 
16, 14 , 672 , 129 , 114 , 14 
16, 15 , 693 , 132 , 103 , 13 
16, 16 , 652 , 134 , 104 , 15 
16, 17 , 650 , 134 , 107 , 13 
16, 18 , 645 , 123 , 106 , 14 
16, 19 , 633 , 119 , 110 , 15 
16, 20 , 628 , 113 , 111 , 15 
16, 21 , 628 , 123 , 108 , 14 
16, 22 , 617 , 122 , 113 , 15 
16, 23 , 654 , 122 , 112 , 15 
16, 24 , 608 , 122 , 111 , 12 
16, 25 , 617 , 120 , 106 , 14 
16, 26 , 633 , 116 , 107 , 12 
16, 27 , 640 , 126 , 103 , 13 
16, 28 , 630 , 124 , 103 , 13 
16, 29 , 630 , 124 , 105 , 14 
16, 30 , 625 , 117 , 110 , 12 
16, 31 , 629 , 120 , 109 , 14 
16, 32 , 607 , 127 , 105 , 13 
16, 33 , 646 , 122 , 97 , 14 
16, 34 , 628 , 124 , 102 , 14 
16, 35 , 612 , 120 , 109 , 15 
16, 36 , 619 , 123 , 104 , 14 
16, 37 , 604 , 132 , 98 , 15 
16, 38 , 678 , 128 , 99 , 14 
16, 39 , 644 , 128 , 98 , 13 
16, 40 , 627 , 119 , 102 , 16 
16, 41 , 606 , 125 , 96 , 15 
16, 42 , 604 , 126 , 91 , 14 
16, 43 , 600 , 121 , 97 , 16 
16, 44 , 634 , 122 , 103 , 14 
16, 45 , 658 , 127 , 104 , 14 
16, 46 , 638 , 120 , 97 , 13 
16, 47 , 621 , 129 , 92 , 14 
16, 48 , 596 , 125 , 97 , 16 
16, 49 , 608 , 126 , 93 , 16 
16, 50 , 598 , 121 , 101 , 13 
16, 51 , 659 , 123 , 102 , 14 
16, 52 , 624 , 118 , 92 , 14 
16, 53 , 654 , 121 , 97 , 13 
16, 54 , 619 , 128 , 90 , 13 
16, 55 , 612 , 121 , 95 , 14 
16, 56 , 592 , 122 , 101 , 15 
16, 57 , 661 , 117 , 97 , 16 
16, 58 , 617 , 117 , 100 , 14 
16, 59 , 599 , 117 , 99 , 12 
17, -   , 651 , 123 , 94 , 14 
17, 1 , 762 , 120 , 97 , 15 
17, 2 , 704 , 117 , 95 , 14 
17, 3 , 690 , 121 , 99 , 14 
17, 4 , 737 , 123 , 93 , 14 
17, 5 , 674 , 117 , 87 , 16 
17, 6 , 623 , 119 , 82 , 14 
17, 7 , 627 , 109 , 87 , 14 
17, 8 , 618 , 112 , 94 , 14 
17, 9 , 605 , 115 , 91 , 15 
17, 10 , 614 , 120 , 86 , 13 
17, 11 , 599 , 115 , 86 , 13 
17, 12 , 595 , 122 , 94 , 15 
17, 13 , 602 , 123 , 86 , 15 
17, 14 , 641 , 125 , 90 , 17 
17, 15 , 684 , 124 , 97 , 15 
17, 16 , 631 , 125 , 88 , 15 
17, 17 , 598 , 126 , 84 , 17 
17, 18 , 592 , 126 , 100 , 13 
17, 19 , 598 , 123 , 107 , 16 
17, 20 , 614 , 116 , 96 , 14 
17, 21 , 588 , 120 , 97 , 12 
17, 22 , 600 , 123 , 100 , 13 
17, 23 , 580 , 119 , 93 , 13 
17, 24 , 597 , 123 , 95 , 14 
17, 25 , 615 , 120 , 94 , 13 
17, 26 , 644 , 128 , 86 , 13 
17, 27 , 605 , 127 , 79 , 14 
17, 28 , 606 , 121 , 94 , 14 
17, 29 , 600 , 118 , 92 , 14 
17, 30 , 607 , 115 , 95 , 12 
17, 31 , 588 , 121 , 91 , 12 
17, 32 , 574 , 118 , 90 , 10 
17, 33 , 585 , 120 , 94 , 14 
17, 34 , 584 , 114 , 86 , 12 
17, 35 , 573 , 112 , 83 , 14 
17, 36 , 583 , 109 , 86 , 11 
17, 37 , 571 , 113 , 90 , 12 
17, 38 , 636 , 118 , 91 , 15 
17, 39 , 610 , 106 , 83 , 13 
17, 40 , 601 , 107 , 77 , 11 
17, 41 , 603 , 119 , 90 , 12 
17, 42 , 587 , 114 , 82 , 16 
17, 43 , 598 , 111 , 91 , 13 
17, 44 , 611 , 110 , 81 , 13 
17, 45 , 627 , 119 , 80 , 13 
17, 46 , 594 , 113 , 91 , 13 
17, 47 , 597 , 114 , 93 , 12 
17, 48 , 578 , 108 , 91 , 15 
17, 49 , 583 , 112 , 84 , 14 
17, 50 , 546 , 109 , 88 , 11 
17, 51 , 626 , 112 , 85 , 10 
17, 52 , 585 , 113 , 90 , 11 
17, 53 , 602 , 109 , 85 , 12 
17, 54 , 568 , 108 , 88 , 11 
17, 55 , 560 , 104 , 86 , 11 
17, 56 , 561 , 100 , 85 , 13 
17, 57 , 606 , 112 , 80 , 12 
17, 58 , 576 , 116 , 81 , 13 
17, 59 , 558 , 104 , 83 , 13 
18, -   , 606 , 120 , 75 , 12 
18, 1 , 723 , 113 , 80 , 11 
18, 2 , 677 , 113 , 70 , 12 
18, 3 , 685 , 110 , 82 , 12 
18, 4 , 726 , 125 , 80 , 12 
18, 5 , 664 , 117 , 77 , 13 
18, 6 , 586 , 122 , 78 , 12 
18, 7 , 576 , 118 , 83 , 13 
18, 8 , 589 , 105 , 82 , 11 
18, 9 , 582 , 108 , 89 , 11 
18, 10 , 565 , 99 , 88 , 12 
18, 11 , 567 , 104 , 85 , 11 
18, 12 , 536 , 116 , 90 , 12 
18, 13 , 541 , 101 , 86 , 12 
18, 14 , 597 , 101 , 87 , 13 
18, 15 , 614 , 111 , 86 , 11 
18, 16 , 563 , 108 , 85 , 10 
18, 17 , 560 , 111 , 82 , 12 
18, 18 , 565 , 117 , 84 , 11 
18, 19 , 566 , 107 , 82 , 12 
18, 20 , 593 , 114 , 84 , 11 
18, 21 , 563 , 111 , 83 , 12 
18, 22 , 562 , 109 , 82 , 11 
18, 23 , 553 , 116 , 80 , 10 
18, 24 , 559 , 111 , 81 , 10 
18, 25 , 532 , 112 , 82 , 12 
18, 26 , 579 , 109 , 87 , 10 
18, 27 , 575 , 110 , 84 , 11 
18, 28 , 554 , 117 , 89 , 12 
18, 29 , 566 , 119 , 91 , 12 
18, 30 , 548 , 118 , 83 , 13 
18, 31 , 565 , 110 , 87 , 11 
18, 32 , 537 , 111 , 88 , 13 
18, 33 , 554 , 120 , 86 , 12 
18, 34 , 549 , 106 , 81 , 12 
18, 35 , 544 , 113 , 76 , 11 
18, 36 , 544 , 111 , 76 , 12 
18, 37 , 546 , 117 , 81 , 9 
18, 38 , 602 , 114 , 80 , 11 
18, 39 , 573 , 115 , 81 , 11 
18, 40 , 559 , 105 , 80 , 10 
18, 41 , 557 , 105 , 76 , 13 
18, 42 , 537 , 115 , 87 , 10 
18, 43 , 540 , 108 , 80 , 12 
18, 44 , 566 , 106 , 75 , 10 
18, 45 , 587 , 103 , 75 , 10 
18, 46 , 568 , 101 , 80 , 10 
18, 47 , 570 , 103 , 77 , 11 
18, 48 , 551 , 102 , 81 , 11 
18, 49 , 546 , 104 , 91 , 13 
18, 50 , 544 , 106 , 87 , 10 
18, 51 , 605 , 110 , 81 , 10 
18, 52 , 544 , 108 , 73 , 10 
18, 53 , 581 , 99 , 71 , 11 
18, 54 , 558 , 107 , 73 , 10 
18, 55 , 547 , 99 , 75 , 12 
18, 56 , 528 , 102 , 76 , 9 
18, 57 , 584 , 97 , 78 , 11 
18, 58 , 545 , 104 , 69 , 12 
18, 59 , 523 , 98 , 76 , 11 
19, -   , 580 , 104 , 80 , 10 
19, 1 , 670 , 98 , 73 , 10 
19, 2 , 614 , 96 , 73 , 9 
19, 3 , 611 , 95 , 74 , 9 
19, 4 , 655 , 94 , 71 , 9 
19, 5 , 630 , 101 , 77 , 10 
19, 6 , 577 , 107 , 75 , 10 
19, 7 , 539 , 98 , 71 , 11 
19, 8 , 556 , 100 , 72 , 10 
19, 9 , 535 , 102 , 76 , 10 
19, 10 , 515 , 95 , 71 , 11 
19, 11 , 507 , 93 , 77 , 10 
19, 12 , 529 , 93 , 76 , 11 
19, 13 , 509 , 96 , 76 , 12 
19, 14 , 564 , 102 , 76 , 10 
19, 15 , 583 , 99 , 68 , 10 
19, 16 , 526 , 97 , 74 , 9 
19, 17 , 528 , 105 , 73 , 9 
19, 18 , 524 , 99 , 71 , 8 
19, 19 , 525 , 98 , 65 , 8 
19, 20 , 530 , 100 , 67 , 10 
19, 21 , 513 , 92 , 72 , 10 
19, 22 , 504 , 99 , 71 , 10 
19, 23 , 545 , 95 , 71 , 7 
19, 24 , 519 , 102 , 76 , 11 
19, 25 , 534 , 100 , 70 , 10 
19, 26 , 554 , 95 , 67 , 9 
19, 27 , 550 , 97 , 68 , 8 
19, 28 , 545 , 102 , 71 , 9 
19, 29 , 548 , 101 , 69 , 10 
19, 30 , 544 , 102 , 71 , 11 
19, 31 , 543 , 106 , 72 , 10 
19, 32 , 525 , 101 , 68 , 9 
19, 33 , 547 , 104 , 71 , 8 
19, 34 , 530 , 97 , 73 , 9 
19, 35 , 526 , 99 , 72 , 8 
19, 36 , 526 , 95 , 77 , 10 
19, 37 , 518 , 105 , 70 , 11 
19, 38 , 557 , 100 , 68 , 10 
19, 39 , 572 , 100 , 69 , 10 
19, 40 , 554 , 104 , 75 , 10 
19, 41 , 546 , 99 , 71 , 11 
19, 42 , 534 , 98 , 70 , 12 
19, 43 , 528 , 106 , 70 , 10 
19, 44 , 531 , 97 , 71 , 11 
19, 45 , 593 , 102 , 71 , 7 
19, 46 , 560 , 100 , 76 , 9 
19, 47 , 549 , 101 , 74 , 9 
19, 48 , 547 , 97 , 71 , 10 
19, 49 , 551 , 99 , 71 , 10 
19, 50 , 551 , 103 , 70 , 10 
19, 51 , 601 , 101 , 74 , 10 
19, 52 , 541 , 102 , 67 , 9 
19, 53 , 576 , 95 , 70 , 10 
19, 54 , 542 , 98 , 78 , 9 
19, 55 , 530 , 96 , 73 , 8 
19, 56 , 529 , 91 , 72 , 7 
19, 57 , 590 , 107 , 72 , 8 
19, 58 , 539 , 100 , 66 , 10 
19, 59 , 532 , 96 , 82 , 8 
20, -   , 588 , 103 , 78 , 10 
20, 1 , 675 , 97 , 70 , 8 
20, 2 , 664 , 93 , 79 , 8 
20, 3 , 667 , 99 , 83 , 9 
20, 4 , 706 , 98 , 75 , 10 
20, 5 , 613 , 98 , 84 , 9 
20, 6 , 575 , 101 , 73 , 9 
20, 7 , 556 , 98 , 71 , 10 
20, 8 , 534 , 98 , 65 , 8 
20, 9 , 511 , 87 , 71 , 11 
20, 10 , 516 , 94 , 63 , 9 
20, 11 , 513 , 89 , 72 , 10 
20, 12 , 519 , 87 , 68 , 11 
20, 13 , 508 , 91 , 68 , 11 
20, 14 , 547 , 100 , 77 , 9 
20, 15 , 579 , 93 , 76 , 8 
20, 16 , 527 , 87 , 76 , 8 
20, 17 , 516 , 90 , 76 , 8 
20, 18 , 498 , 88 , 79 , 9 
20, 19 , 504 , 92 , 130 , 8 
20, 20 , 502 , 88 , 107 , 8 
20, 21 , 486 , 92 , 76 , 9 
20, 22 , 490 , 93 , 80 , 8 
20, 23 , 568 , 94 , 81 , 8 
20, 24 , 482 , 93 , 76 , 7 
20, 25 , 484 , 96 , 73 , 9 
20, 26 , 510 , 95 , 74 , 8 
20, 27 , 527 , 92 , 69 , 8 
20, 28 , 514 , 87 , 75 , 9 
20, 29 , 498 , 85 , 80 , 8 
20, 30 , 496 , 91 , 75 , 9 
20, 31 , 505 , 82 , 68 , 8 
20, 32 , 488 , 84 , 73 , 7 
20, 33 , 510 , 90 , 78 , 8 
20, 34 , 488 , 90 , 80 , 7 
20, 35 , 493 , 90 , 71 , 9 
20, 36 , 487 , 85 , 75 , 8 
20, 37 , 487 , 95 , 65 , 8 
20, 38 , 531 , 93 , 64 , 8 
20, 39 , 532 , 96 , 71 , 7 
20, 40 , 512 , 91 , 72 , 9 
20, 41 , 497 , 92 , 70 , 9 
20, 42 , 486 , 93 , 75 , 10 
20, 43 , 480 , 88 , 71 , 8 
20, 44 , 494 , 92 , 69 , 9 
20, 45 , 523 , 94 , 72 , 9 
20, 46 , 495 , 92 , 74 , 10 
20, 47 , 493 , 93 , 76 , 9 
20, 48 , 483 , 89 , 69 , 8 
20, 49 , 475 , 89 , 69 , 9 
20, 50 , 477 , 90 , 75 , 6 
20, 51 , 537 , 96 , 70 , 10 
20, 52 , 496 , 95 , 75 , 8 
20, 53 , 527 , 90 , 70 , 9 
20, 54 , 485 , 92 , 67 , 7 
20, 55 , 467 , 90 , 70 , 7 
20, 56 , 451 , 91 , 76 , 8 
20, 57 , 523 , 93 , 74 , 9 
20, 58 , 488 , 88 , 74 , 9 
20, 59 , 475 , 91 , 69 , 9 
