hour,minute,desktop,smartphone,tablet,other
10, 29 , 923 , 127 , 152 , 7 
10, 30 , 905 , 128 , 152 , 5 
10, 31 , 905 , 128 , 147 , 5 
10, 32 , 901 , 128 , 147 , 7 
10, 33 , 900 , 128 , 157 , 7 
10, 34 , 891 , 122 , 145 , 8 
10, 35 , 887 , 116 , 158 , 7 
10, 36 , 907 , 119 , 154 , 9 
10, 37 , 912 , 129 , 153 , 6 
10, 38 , 902 , 123 , 151 , 7 
10, 39 , 890 , 123 , 151 , 7 
10, 40 , 908 , 122 , 152 , 7 
10, 41 , 897 , 125 , 150 , 7 
10, 42 , 892 , 122 , 146 , 7 
10, 43 , 883 , 123 , 139 , 6 
10, 44 , 880 , 128 , 150 , 7 
10, 45 , 904 , 119 , 147 , 7 
10, 46 , 896 , 112 , 145 , 5 
10, 47 , 898 , 120 , 148 , 5 
10, 48 , 889 , 115 , 146 , 6 
10, 49 , 892 , 129 , 151 , 8 
10, 50 , 916 , 112 , 149 , 5 
10, 51 , 909 , 120 , 148 , 6 
10, 52 , 931 , 118 , 153 , 6 
10, 53 , 932 , 111 , 148 , 7 
10, 54 , 903 , 113 , 140 , 8 
10, 55 , 899 , 119 , 140 , 7 
10, 56 , 909 , 119 , 147 , 9 
10, 57 , 922 , 116 , 142 , 9 
10, 58 , 921 , 115 , 145 , 8 
10, 59 , 896 , 114 , 143 , 8 
11, -   , 899 , 120 , 142 , 8 
11, 1 , 923 , 120 , 128 , 6 
11, 2 , 923 , 113 , 132 , 6 
11, 3 , 892 , 117 , 144 , 7 
11, 4 , 903 , 111 , 135 , 6 
11, 5 , 926 , 111 , 139 , 7 
11, 6 , 915 , 116 , 143 , 7 
11, 7 , 898 , 115 , 131 , 6 
11, 8 , 891 , 112 , 141 , 8 
11, 9 , 892 , 114 , 136 , 6 
11, 10 , 892 , 111 , 143 , 7 
11, 11 , 881 , 116 , 133 , 5 
11, 12 , 896 , 123 , 134 , 5 
11, 13 , 866 , 112 , 142 , 7 
11, 14 , 901 , 118 , 138 , 7 
11, 15 , 894 , 119 , 125 , 6 
11, 16 , 891 , 119 , 134 , 6 
11, 17 , 885 , 111 , 133 , 7 
11, 18 , 889 , 111 , 141 , 7 
11, 19 , 886 , 110 , 136 , 6 
11, 20 , 866 , 111 , 130 , 7 
11, 21 , 900 , 113 , 128 , 7 
11, 22 , 884 , 106 , 127 , 6 
11, 23 , 914 , 106 , 131 , 8 
11, 24 , 896 , 109 , 130 , 9 
11, 25 , 881 , 125 , 137 , 6 
11, 26 , 906 , 117 , 134 , 6 
11, 27 , 909 , 110 , 139 , 6 
11, 28 , 905 , 113 , 136 , 7 
11, 29 , 899 , 117 , 139 , 5 
11, 30 , 905 , 107 , 134 , 6 
11, 31 , 879 , 109 , 130 , 7 
11, 32 , 857 , 112 , 132 , 8 
11, 33 , 894 , 110 , 145 , 8 
11, 34 , 882 , 114 , 143 , 7 
11, 35 , 889 , 121 , 142 , 7 
11, 36 , 881 , 106 , 137 , 9 
11, 37 , 881 , 112 , 138 , 8 
11, 38 , 883 , 112 , 133 , 7 
11, 39 , 883 , 121 , 128 , 8 
11, 40 , 890 , 108 , 126 , 8 
11, 41 , 875 , 113 , 122 , 8 
11, 42 , 905 , 115 , 127 , 5 
11, 43 , 907 , 118 , 133 , 7 
11, 44 , 892 , 117 , 136 , 7 
11, 45 , 901 , 111 , 137 , 7 
11, 46 , 901 , 113 , 132 , 7 
11, 47 , 871 , 117 , 130 , 7 
11, 48 , 885 , 111 , 130 , 6 
11, 49 , 897 , 109 , 128 , 5 
11, 50 , 918 , 107 , 125 , 6 
11, 51 , 912 , 114 , 118 , 8 
11, 52 , 911 , 113 , 126 , 7 
11, 53 , 905 , 113 , 126 , 7 
11, 54 , 887 , 114 , 126 , 6 
11, 55 , 897 , 123 , 126 , 7 
11, 56 , 921 , 111 , 127 , 5 
11, 57 , 922 , 114 , 128 , 5 
11, 58 , 904 , 117 , 122 , 6 
11, 59 , 896 , 120 , 131 , 6 
12, -   , 883 , 120 , 123 , 7 
12, 1 , 922 , 116 , 127 , 5 
12, 2 , 910 , 124 , 123 , 6 
12, 3 , 911 , 117 , 134 , 7 
12, 4 , 937 , 117 , 130 , 6 
12, 5 , 905 , 112 , 129 , 8 
12, 6 , 895 , 115 , 131 , 8 
12, 7 , 883 , 121 , 124 , 7 
12, 8 , 887 , 119 , 128 , 8 
12, 9 , 897 , 119 , 132 , 6 
12, 10 , 882 , 123 , 136 , 9 
12, 11 , 857 , 119 , 134 , 7 
12, 12 , 872 , 119 , 135 , 6 
12, 13 , 877 , 111 , 132 , 7 
12, 14 , 893 , 124 , 133 , 7 
12, 15 , 924 , 120 , 132 , 7 
12, 16 , 888 , 118 , 135 , 9 
12, 17 , 897 , 114 , 138 , 9 
12, 18 , 893 , 122 , 148 , 6 
12, 19 , 896 , 117 , 133 , 7 
12, 20 , 883 , 127 , 134 , 6 
12, 21 , 884 , 121 , 141 , 7 
12, 22 , 913 , 126 , 130 , 8 
12, 23 , 904 , 126 , 132 , 6 
12, 24 , 901 , 115 , 141 , 8 
12, 25 , 919 , 116 , 134 , 5 
12, 26 , 905 , 121 , 132 , 6 
12, 27 , 904 , 120 , 136 , 7 
12, 28 , 897 , 124 , 147 , 6 
12, 29 , 888 , 115 , 133 , 7 
12, 30 , 907 , 116 , 131 , 5 
12, 31 , 887 , 113 , 133 , 7 
12, 32 , 898 , 109 , 138 , 5 
12, 33 , 901 , 111 , 134 , 7 
12, 34 , 896 , 127 , 139 , 7 
12, 35 , 883 , 112 , 128 , 6 
12, 36 , 898 , 121 , 130 , 9 
12, 37 , 901 , 115 , 140 , 7 
12, 38 , 899 , 130 , 138 , 6 
12, 39 , 893 , 122 , 136 , 6 
12, 40 , 893 , 119 , 139 , 7 
12, 41 , 898 , 121 , 141 , 5 
12, 42 , 909 , 120 , 139 , 7 
12, 43 , 899 , 121 , 137 , 6 
12, 44 , 885 , 119 , 126 , 6 
12, 45 , 904 , 116 , 124 , 6 
12, 46 , 882 , 111 , 131 , 7 
12, 47 , 874 , 119 , 125 , 7 
12, 48 , 886 , 120 , 135 , 7 
12, 49 , 883 , 115 , 128 , 7 
12, 50 , 893 , 107 , 136 , 7 
12, 51 , 899 , 112 , 139 , 9 
12, 52 , 883 , 116 , 133 , 9 
12, 53 , 905 , 115 , 139 , 8 
12, 54 , 883 , 112 , 134 , 7 
12, 55 , 888 , 116 , 130 , 8 
12, 56 , 898 , 113 , 130 , 6 
12, 57 , 909 , 117 , 125 , 5 
12, 58 , 899 , 112 , 132 , 7 
12, 59 , 891 , 115 , 124 , 5 
13, -   , 868 , 113 , 127 , 6 
13, 1 , 903 , 115 , 137 , 6 
13, 2 , 907 , 110 , 133 , 7 
13, 3 , 877 , 107 , 129 , 7 
13, 4 , 900 , 106 , 127 , 7 
13, 5 , 873 , 110 , 134 , 7 
13, 6 , 866 , 104 , 131 , 7 
13, 7 , 842 , 106 , 128 , 5 
13, 8 , 863 , 103 , 126 , 6 
13, 9 , 869 , 116 , 130 , 5 
13, 10 , 861 , 102 , 129 , 5 
13, 11 , 873 , 108 , 125 , 7 
13, 12 , 869 , 111 , 137 , 7 
13, 13 , 877 , 106 , 134 , 6 
13, 14 , 870 , 117 , 126 , 6 
13, 15 , 863 , 106 , 124 , 7 
13, 16 , 869 , 110 , 132 , 7 
13, 17 , 854 , 102 , 133 , 5 
13, 18 , 875 , 112 , 132 , 7 
13, 19 , 847 , 106 , 132 , 7 
13, 20 , 849 , 111 , 125 , 6 
13, 21 , 841 , 115 , 116 , 7 
13, 22 , 873 , 115 , 123 , 8 
13, 23 , 857 , 117 , 116 , 7 
13, 24 , 878 , 115 , 123 , 5 
13, 25 , 853 , 117 , 127 , 7 
13, 26 , 879 , 114 , 129 , 7 
13, 27 , 871 , 106 , 130 , 8 
13, 28 , 868 , 116 , 126 , 5 
13, 29 , 858 , 113 , 129 , 6 
13, 30 , 849 , 116 , 128 , 7 
13, 31 , 861 , 110 , 114 , 7 
13, 32 , 852 , 111 , 123 , 7 
13, 33 , 837 , 111 , 115 , 7 
13, 34 , 847 , 119 , 125 , 7 
13, 35 , 838 , 113 , 127 , 5 
13, 36 , 839 , 108 , 124 , 6 
13, 37 , 848 , 112 , 130 , 8 
13, 38 , 835 , 112 , 126 , 6 
13, 39 , 860 , 114 , 116 , 6 
13, 40 , 846 , 111 , 121 , 7 
13, 41 , 830 , 117 , 118 , 7 
13, 42 , 829 , 116 , 124 , 6 
13, 43 , 845 , 106 , 121 , 6 
13, 44 , 847 , 113 , 120 , 7 
13, 45 , 832 , 112 , 124 , 7 
13, 46 , 830 , 113 , 124 , 7 
13, 47 , 824 , 114 , 124 , 6 
13, 48 , 843 , 116 , 130 , 5 
13, 49 , 853 , 115 , 131 , 6 
13, 50 , 853 , 109 , 134 , 5 
13, 51 , 834 , 111 , 128 , 6 
13, 52 , 817 , 111 , 124 , 6 
13, 53 , 824 , 111 , 121 , 7 
13, 54 , 828 , 102 , 120 , 7 
13, 55 , 826 , 115 , 117 , 6 
13, 56 , 808 , 119 , 115 , 7 
13, 57 , 833 , 112 , 118 , 4 
13, 58 , 803 , 104 , 122 , 4 
13, 59 , 793 , 110 , 117 , 5 
14, -   , 774 , 115 , 106 , 6 
14, 1 , 814 , 110 , 111 , 5 
14, 2 , 807 , 106 , 113 , 8 
14, 3 , 790 , 112 , 108 , 5 
14, 4 , 822 , 111 , 120 , 8 
14, 5 , 819 , 105 , 122 , 6 
14, 6 , 791 , 104 , 121 , 7 
14, 7 , 793 , 103 , 122 , 6 
14, 8 , 798 , 103 , 123 , 7 
14, 9 , 759 , 105 , 121 , 8 
14, 10 , 759 , 109 , 125 , 7 
14, 11 , 778 , 105 , 130 , 6 
14, 12 , 772 , 111 , 124 , 6 
14, 13 , 783 , 100 , 126 , 6 
14, 14 , 788 , 103 , 110 , 7 
14, 15 , 805 , 99 , 111 , 6 
14, 16 , 775 , 104 , 111 , 9 
14, 17 , 786 , 98 , 116 , 9 
14, 18 , 784 , 100 , 108 , 5 
14, 19 , 781 , 100 , 116 , 7 
14, 20 , 769 , 100 , 113 , 8 
14, 21 , 772 , 93 , 105 , 7 
14, 22 , 799 , 94 , 106 , 6 
14, 23 , 792 , 99 , 111 , 7 
14, 24 , 794 , 99 , 112 , 6 
14, 25 , 773 , 93 , 115 , 5 
14, 26 , 762 , 98 , 115 , 5 
14, 27 , 772 , 103 , 116 , 5 
14, 28 , 765 , 98 , 108 , 5 
14, 29 , 779 , 102 , 104 , 6 
14, 30 , 773 , 96 , 106 , 5 
14, 31 , 778 , 101 , 117 , 6 
14, 32 , 765 , 107 , 112 , 7 
14, 33 , 749 , 103 , 107 , 7 
14, 34 , 764 , 93 , 109 , 5 
14, 35 , 744 , 96 , 111 , 6 
14, 36 , 762 , 99 , 101 , 6 
14, 37 , 747 , 108 , 102 , 6 
14, 38 , 746 , 103 , 99 , 5 
14, 39 , 744 , 97 , 104 , 8 
14, 40 , 731 , 101 , 102 , 7 
14, 41 , 739 , 100 , 109 , 6 
14, 42 , 749 , 95 , 109 , 6 
14, 43 , 748 , 103 , 102 , 7 
14, 44 , 748 , 94 , 110 , 6 
14, 45 , 758 , 96 , 103 , 6 
14, 46 , 746 , 93 , 105 , 5 
14, 47 , 751 , 98 , 111 , 6 
14, 48 , 756 , 96 , 111 , 5 
14, 49 , 749 , 94 , 103 , 5 
14, 50 , 753 , 89 , 103 , 7 
14, 51 , 769 , 97 , 106 , 6 
14, 52 , 763 , 91 , 111 , 6 
14, 53 , 759 , 104 , 101 , 5 
14, 54 , 751 , 100 , 98 , 4 
14, 55 , 738 , 97 , 105 , 6 
14, 56 , 759 , 91 , 101 , 6 
14, 57 , 756 , 92 , 107 , 6 
14, 58 , 759 , 90 , 111 , 6 
14, 59 , 750 , 103 , 108 , 5 
15, -   , 737 , 93 , 103 , 5 
15, 1 , 773 , 89 , 117 , 5 
15, 2 , 740 , 101 , 108 , 5 
15, 3 , 733 , 100 , 104 , 5 
15, 4 , 746 , 105 , 109 , 7 
15, 5 , 769 , 97 , 117 , 8 
15, 6 , 736 , 99 , 113 , 6 
15, 7 , 736 , 93 , 113 , 7 
15, 8 , 733 , 89 , 103 , 7 
15, 9 , 744 , 90 , 104 , 6 
15, 10 , 738 , 97 , 97 , 6 
15, 11 , 724 , 97 , 107 , 7 
15, 12 , 742 , 93 , 103 , 6 
15, 13 , 731 , 93 , 109 , 6 
15, 14 , 742 , 85 , 107 , 6 
15, 15 , 753 , 100 , 115 , 7 
15, 16 , 757 , 96 , 103 , 5 
15, 17 , 734 , 85 , 105 , 6 
15, 18 , 735 , 92 , 105 , 7 
15, 19 , 728 , 96 , 102 , 10 
15, 20 , 721 , 90 , 108 , 6 
15, 21 , 720 , 93 , 106 , 5 
15, 22 , 743 , 95 , 112 , 6 
15, 23 , 764 , 89 , 109 , 6 
15, 24 , 760 , 91 , 110 , 7 
15, 25 , 753 , 95 , 109 , 5 
15, 26 , 782 , 88 , 103 , 6 
15, 27 , 747 , 98 , 107 , 8 
15, 28 , 737 , 101 , 109 , 6 
15, 29 , 733 , 93 , 117 , 5 
15, 30 , 741 , 91 , 106 , 6 
15, 31 , 756 , 88 , 96 , 6 
15, 32 , 729 , 93 , 103 , 9 
15, 33 , 740 , 89 , 93 , 6 
15, 34 , 721 , 91 , 101 , 7 
15, 35 , 705 , 96 , 102 , 7 
15, 36 , 730 , 99 , 109 , 8 
15, 37 , 735 , 102 , 99 , 7 
15, 38 , 749 , 118 , 109 , 6 
15, 39 , 723 , 111 , 111 , 5 
15, 40 , 730 , 97 , 119 , 6 
15, 41 , 734 , 98 , 107 , 5 
15, 42 , 742 , 91 , 108 , 5 
15, 43 , 739 , 97 , 106 , 5 
15, 44 , 737 , 99 , 110 , 6 
15, 45 , 713 , 107 , 108 , 7 
15, 46 , 727 , 99 , 111 , 6 
15, 47 , 742 , 104 , 111 , 7 
15, 48 , 745 , 103 , 117 , 7 
15, 49 , 753 , 103 , 110 , 6 
15, 50 , 736 , 104 , 107 , 6 
15, 51 , 750 , 100 , 105 , 6 
15, 52 , 733 , 95 , 104 , 6 
15, 53 , 730 , 88 , 116 , 5 
15, 54 , 749 , 91 , 115 , 5 
15, 55 , 737 , 94 , 116 , 5 
15, 56 , 750 , 96 , 106 , 5 
15, 57 , 762 , 93 , 111 , 7 
15, 58 , 740 , 98 , 118 , 7 
15, 59 , 738 , 100 , 113 , 6 
16, -   , 729 , 104 , 106 , 5 
16, 1 , 748 , 100 , 107 , 5 
16, 2 , 747 , 102 , 111 , 5 
16, 3 , 735 , 98 , 126 , 6 
16, 4 , 748 , 100 , 131 , 5 
16, 5 , 734 , 99 , 114 , 5 
16, 6 , 713 , 107 , 116 , 6 
16, 7 , 714 , 109 , 126 , 7 
16, 8 , 720 , 101 , 123 , 7 
16, 9 , 713 , 105 , 118 , 8 
16, 10 , 719 , 104 , 122 , 6 
16, 11 , 697 , 102 , 113 , 9 
16, 12 , 722 , 99 , 122 , 7 
16, 13 , 704 , 108 , 127 , 6 
16, 14 , 728 , 104 , 120 , 8 
16, 15 , 736 , 104 , 126 , 9 
16, 16 , 730 , 97 , 116 , 7 
16, 17 , 735 , 107 , 118 , 7 
16, 18 , 720 , 101 , 116 , 6 
16, 19 , 709 , 103 , 125 , 6 
16, 20 , 709 , 101 , 117 , 7 
16, 21 , 719 , 101 , 114 , 7 
16, 22 , 735 , 102 , 117 , 6 
16, 23 , 732 , 108 , 121 , 7 
16, 24 , 723 , 98 , 118 , 7 
16, 25 , 717 , 107 , 117 , 7 
16, 26 , 700 , 103 , 122 , 8 
16, 27 , 705 , 115 , 128 , 8 
16, 28 , 709 , 104 , 128 , 9 
16, 29 , 726 , 111 , 129 , 9 
16, 30 , 709 , 110 , 122 , 8 
16, 31 , 705 , 107 , 119 , 9 
16, 32 , 711 , 111 , 125 , 8 
16, 33 , 704 , 115 , 119 , 6 
16, 34 , 707 , 115 , 122 , 7 
16, 35 , 691 , 119 , 130 , 5 
16, 36 , 698 , 117 , 137 , 6 
16, 37 , 680 , 101 , 133 , 8 
16, 38 , 726 , 109 , 134 , 7 
16, 39 , 702 , 124 , 134 , 9 
16, 40 , 686 , 121 , 138 , 8 
16, 41 , 709 , 123 , 136 , 8 
16, 42 , 686 , 115 , 125 , 9 
16, 43 , 677 , 116 , 126 , 9 
16, 44 , 685 , 114 , 137 , 9 
16, 45 , 706 , 116 , 140 , 8 
16, 46 , 706 , 118 , 138 , 9 
16, 47 , 711 , 119 , 141 , 8 
16, 48 , 717 , 108 , 136 , 7 
16, 49 , 698 , 119 , 147 , 5 
16, 50 , 694 , 113 , 132 , 6 
16, 51 , 718 , 124 , 130 , 7 
16, 52 , 717 , 118 , 133 , 7 
16, 53 , 686 , 115 , 144 , 5 
16, 54 , 714 , 116 , 139 , 6 
16, 55 , 699 , 123 , 142 , 8 
16, 56 , 710 , 132 , 137 , 8 
16, 57 , 713 , 130 , 137 , 8 
16, 58 , 713 , 124 , 144 , 7 
16, 59 , 680 , 131 , 151 , 6 
17, -   , 665 , 133 , 152 , 8 
17, 1 , 706 , 126 , 152 , 7 
17, 2 , 695 , 122 , 152 , 7 
17, 3 , 687 , 129 , 162 , 7 
17, 4 , 708 , 125 , 155 , 8 
17, 5 , 693 , 115 , 152 , 8 
17, 6 , 678 , 124 , 163 , 6 
17, 7 , 672 , 129 , 151 , 6 
17, 8 , 681 , 131 , 160 , 6 
17, 9 , 674 , 132 , 163 , 6 
17, 10 , 659 , 132 , 158 , 7 
17, 11 , 656 , 129 , 162 , 8 
17, 12 , 645 , 133 , 171 , 10 
17, 13 , 647 , 134 , 161 , 7 
17, 14 , 640 , 128 , 164 , 7 
17, 15 , 666 , 134 , 164 , 8 
17, 16 , 647 , 128 , 161 , 9 
17, 17 , 661 , 140 , 175 , 8 
17, 18 , 640 , 131 , 168 , 6 
17, 19 , 631 , 135 , 168 , 7 
17, 20 , 645 , 141 , 169 , 8 
17, 21 , 639 , 141 , 171 , 8 
17, 22 , 638 , 145 , 155 , 8 
17, 23 , 642 , 139 , 158 , 8 
17, 24 , 639 , 136 , 164 , 8 
17, 25 , 627 , 147 , 175 , 8 
17, 26 , 629 , 143 , 174 , 7 
17, 27 , 628 , 149 , 166 , 7 
17, 28 , 614 , 145 , 164 , 7 
17, 29 , 611 , 146 , 155 , 8 
17, 30 , 604 , 145 , 171 , 8 
17, 31 , 596 , 145 , 170 , 7 
17, 32 , 571 , 146 , 170 , 10 
17, 33 , 568 , 154 , 166 , 9 
17, 34 , 568 , 150 , 171 , 8 
17, 35 , 580 , 140 , 180 , 8 
17, 36 , 559 , 143 , 180 , 8 
17, 37 , 541 , 145 , 176 , 9 
17, 38 , 543 , 153 , 178 , 7 
17, 39 , 530 , 146 , 179 , 7 
17, 40 , 539 , 140 , 180 , 7 
17, 41 , 533 , 140 , 181 , 8 
17, 42 , 533 , 144 , 169 , 9 
17, 43 , 530 , 150 , 176 , 7 
17, 44 , 521 , 151 , 186 , 8 
17, 45 , 523 , 163 , 174 , 8 
17, 46 , 516 , 157 , 176 , 5 
17, 47 , 505 , 157 , 165 , 8 
17, 48 , 503 , 161 , 175 , 7 
17, 49 , 504 , 159 , 173 , 8 
17, 50 , 512 , 159 , 170 , 7 
17, 51 , 537 , 159 , 172 , 9 
17, 52 , 498 , 163 , 176 , 8 
17, 53 , 495 , 161 , 177 , 11 
17, 54 , 494 , 166 , 190 , 10 
17, 55 , 486 , 166 , 191 , 9 
17, 56 , 481 , 162 , 181 , 10 
17, 57 , 523 , 161 , 167 , 9 
17, 58 , 490 , 167 , 180 , 9 
17, 59 , 483 , 164 , 181 , 10 
18, -   , 492 , 166 , 189 , 8 
18, 1 , 507 , 167 , 191 , 10 
18, 2 , 482 , 169 , 184 , 11 
18, 3 , 478 , 161 , 186 , 12 
18, 4 , 500 , 171 , 191 , 10 
18, 5 , 482 , 173 , 179 , 12 
18, 6 , 447 , 161 , 185 , 12 
18, 7 , 441 , 166 , 174 , 11 
18, 8 , 467 , 171 , 175 , 11 
18, 9 , 436 , 169 , 180 , 13 
18, 10 , 454 , 165 , 176 , 12 
18, 11 , 468 , 160 , 185 , 10 
18, 12 , 427 , 175 , 200 , 11 
18, 13 , 419 , 167 , 187 , 9 
18, 14 , 427 , 165 , 192 , 8 
18, 15 , 444 , 167 , 187 , 9 
18, 16 , 419 , 158 , 187 , 12 
18, 17 , 426 , 167 , 185 , 11 
18, 18 , 408 , 173 , 186 , 9 
18, 19 , 409 , 169 , 188 , 10 
18, 20 , 407 , 178 , 201 , 9 
18, 21 , 387 , 175 , 204 , 10 
18, 22 , 415 , 173 , 200 , 13 
18, 23 , 397 , 186 , 208 , 10 
18, 24 , 402 , 174 , 201 , 12 
18, 25 , 396 , 174 , 200 , 9 
18, 26 , 400 , 176 , 204 , 9 
18, 27 , 383 , 167 , 202 , 12 
18, 28 , 390 , 179 , 212 , 9 
18, 29 , 394 , 180 , 209 , 8 
18, 30 , 400 , 174 , 200 , 8 
18, 31 , 392 , 171 , 193 , 9 
18, 32 , 374 , 181 , 188 , 8 
18, 33 , 382 , 181 , 191 , 10 
18, 34 , 384 , 178 , 191 , 11 
18, 35 , 374 , 168 , 200 , 10 
18, 36 , 369 , 173 , 199 , 9 
18, 37 , 370 , 177 , 203 , 7 
18, 38 , 378 , 164 , 204 , 7 
18, 39 , 380 , 179 , 209 , 9 
18, 40 , 372 , 172 , 208 , 10 
18, 41 , 379 , 178 , 210 , 9 
18, 42 , 376 , 175 , 209 , 12 
18, 43 , 370 , 171 , 217 , 9 
18, 44 , 377 , 175 , 204 , 11 
18, 45 , 387 , 165 , 209 , 11 
18, 46 , 380 , 175 , 208 , 10 
18, 47 , 370 , 170 , 202 , 10 
18, 48 , 373 , 173 , 207 , 11 
18, 49 , 376 , 174 , 213 , 11 
18, 50 , 375 , 164 , 206 , 11 
18, 51 , 394 , 176 , 199 , 9 
18, 52 , 362 , 175 , 200 , 8 
18, 53 , 369 , 168 , 213 , 11 
18, 54 , 359 , 166 , 195 , 10 
18, 55 , 352 , 170 , 200 , 9 
18, 56 , 357 , 176 , 207 , 11 
18, 57 , 372 , 181 , 200 , 10 
18, 58 , 366 , 206 , 211 , 12 
18, 59 , 344 , 167 , 205 , 10 
19, -   , 360 , 166 , 219 , 12 
19, 1 , 384 , 162 , 206 , 8 
19, 2 , 367 , 174 , 208 , 9 
19, 3 , 361 , 161 , 191 , 10 
19, 4 , 384 , 167 , 202 , 10 
19, 5 , 376 , 166 , 215 , 11 
19, 6 , 364 , 169 , 215 , 11 
19, 7 , 358 , 181 , 226 , 10 
19, 8 , 355 , 172 , 213 , 12 
19, 9 , 349 , 164 , 209 , 10 
19, 10 , 347 , 169 , 217 , 13 
19, 11 , 349 , 162 , 219 , 13 
19, 12 , 351 , 172 , 212 , 9 
19, 13 , 345 , 170 , 214 , 10 
19, 14 , 365 , 169 , 213 , 10 
19, 15 , 382 , 166 , 217 , 10 
19, 16 , 360 , 169 , 213 , 11 
19, 17 , 371 , 160 , 212 , 9 
19, 18 , 345 , 163 , 221 , 12 
19, 19 , 339 , 159 , 225 , 12 
19, 20 , 337 , 160 , 220 , 11 
19, 21 , 339 , 164 , 217 , 12 
19, 22 , 354 , 169 , 217 , 9 
19, 23 , 359 , 160 , 223 , 9 
19, 24 , 354 , 162 , 216 , 11 
19, 25 , 352 , 158 , 222 , 9 
19, 26 , 366 , 162 , 221 , 11 
19, 27 , 352 , 161 , 210 , 10 
19, 28 , 358 , 158 , 224 , 11 
19, 29 , 355 , 156 , 216 , 10 
19, 30 , 353 , 177 , 211 , 9 
19, 31 , 352 , 164 , 217 , 9 
19, 32 , 346 , 164 , 216 , 10 
19, 33 , 339 , 166 , 218 , 13 
19, 34 , 332 , 152 , 209 , 15 
19, 35 , 349 , 158 , 213 , 11 
19, 36 , 359 , 161 , 212 , 11 
19, 37 , 356 , 158 , 206 , 11 
19, 38 , 354 , 153 , 201 , 9 
19, 39 , 353 , 147 , 207 , 11 
19, 40 , 349 , 155 , 208 , 10 
19, 41 , 345 , 158 , 204 , 9 
19, 42 , 338 , 158 , 202 , 11 
19, 43 , 320 , 158 , 211 , 10 
19, 44 , 339 , 163 , 213 , 8 
19, 45 , 367 , 155 , 219 , 10 
19, 46 , 350 , 153 , 216 , 9 
19, 47 , 352 , 163 , 216 , 10 
19, 48 , 346 , 159 , 227 , 10 
19, 49 , 354 , 155 , 228 , 9 
19, 50 , 356 , 152 , 229 , 9 
19, 51 , 351 , 143 , 218 , 11 
19, 52 , 354 , 142 , 223 , 12 
19, 53 , 355 , 140 , 224 , 10 
19, 54 , 352 , 152 , 237 , 10 
19, 55 , 333 , 148 , 227 , 11 
19, 56 , 344 , 153 , 225 , 9 
19, 57 , 366 , 149 , 234 , 10 
19, 58 , 349 , 140 , 225 , 10 
19, 59 , 333 , 148 , 233 , 10 
20, -   , 349 , 145 , 227 , 11 
20, 1 , 386 , 161 , 226 , 8 
20, 2 , 360 , 148 , 226 , 7 
20, 3 , 362 , 152 , 219 , 8 
20, 4 , 379 , 152 , 207 , 7 
20, 5 , 374 , 158 , 217 , 7 
20, 6 , 355 , 149 , 213 , 9 
20, 7 , 358 , 149 , 223 , 10 
20, 8 , 354 , 152 , 224 , 9 
20, 9 , 351 , 152 , 235 , 9 
20, 10 , 344 , 156 , 235 , 10 
20, 11 , 333 , 160 , 235 , 8 
20, 12 , 340 , 153 , 220 , 7 
20, 13 , 346 , 162 , 219 , 10 
20, 14 , 362 , 152 , 224 , 10 
20, 15 , 365 , 154 , 217 , 10 
20, 16 , 360 , 153 , 232 , 10 
20, 17 , 364 , 154 , 231 , 11 
20, 18 , 331 , 155 , 223 , 9 
20, 19 , 334 , 142 , 228 , 9 
20, 20 , 335 , 150 , 233 , 9 
20, 21 , 341 , 144 , 237 , 9 
20, 22 , 346 , 143 , 225 , 9 
20, 23 , 359 , 149 , 223 , 12 
20, 24 , 344 , 150 , 224 , 10 
20, 25 , 339 , 146 , 222 , 11 
20, 26 , 351 , 147 , 223 , 10 
20, 27 , 352 , 150 , 227 , 9 
20, 28 , 352 , 150 , 234 , 9 
20, 29 , 331 , 149 , 235 , 10 
20, 30 , 350 , 155 , 237 , 10 
20, 31 , 333 , 159 , 241 , 10 
20, 32 , 318 , 157 , 226 , 9 
20, 33 , 327 , 149 , 245 , 11 
20, 34 , 326 , 151 , 244 , 11 
20, 35 , 336 , 145 , 253 , 10 
20, 36 , 328 , 153 , 255 , 9 
20, 37 , 337 , 146 , 241 , 9 
20, 38 , 329 , 145 , 253 , 10 
20, 39 , 326 , 150 , 249 , 10 
20, 40 , 329 , 162 , 236 , 10 
20, 41 , 333 , 154 , 249 , 9 
20, 42 , 344 , 152 , 262 , 10 
20, 43 , 335 , 151 , 266 , 10 
20, 44 , 336 , 162 , 246 , 10 
20, 45 , 344 , 150 , 258 , 10 
20, 46 , 347 , 158 , 253 , 9 
20, 47 , 337 , 150 , 261 , 13 
20, 48 , 346 , 152 , 239 , 13 
20, 49 , 353 , 159 , 246 , 13 
20, 50 , 336 , 156 , 237 , 9 
20, 51 , 350 , 159 , 241 , 9 
20, 52 , 359 , 155 , 229 , 10 
20, 53 , 356 , 166 , 248 , 9 
20, 54 , 349 , 159 , 244 , 10 
20, 55 , 338 , 161 , 262 , 12 
20, 56 , 330 , 161 , 271 , 9 
20, 57 , 366 , 162 , 262 , 12 
20, 58 , 349 , 159 , 251 , 11 
20, 59 , 349 , 155 , 247 , 8 
21, -   , 342 , 163 , 254 , 12 
21, 1 , 382 , 148 , 248 , 10 
21, 2 , 372 , 148 , 255 , 8 
21, 3 , 353 , 149 , 257 , 10 
